credit_id,client_id,amount,duration,status,collateral_type,collateral_value
CR_558,289,5000.0,24,Default,Real Estate,3798.07
CR_559,496,25000.0,60,Default,None,0.0
CR_560,404,500.0,36,Default,Car,643.26
CR_561,761,500.0,12,Default,None,0.0
CR_562,227,25000.0,6,Active,Real Estate,33318.7
CR_563,128,50000.0,60,Active,None,0.0
CR_564,882,50000.0,60,Default,Deposit,31899.21
CR_565,73,25000.0,60,Closed,Real Estate,30921.35
CR_566,411,50000.0,6,Active,Deposit,63947.04
CR_567,236,25000.0,36,Active,Deposit,20703.94
CR_568,858,,24,Default,Car,0.0
CR_569,50,500.0,60,Default,Real Estate,438.53
CR_570,149,25000.0,12,Closed,Car,16406.5
CR_571,457,10000.0,12,Active,Car,10619.83
CR_572,611,500.0,60,Default,None,0.0
CR_573,80,25000.0,60,Active,None,0.0
CR_574,99,10000.0,24,Closed,None,0.0
CR_575,639,10000.0,36,Closed,Car,6382.61
CR_576,220,1000.0,6,Closed,None,0.0
CR_577,720,10000.0,36,Active,Deposit,11879.48
CR_578,821,500.0,36,Active,Real Estate,331.91
CR_579,438,10000.0,24,Default,Car,11147.21
CR_580,357,500.0,60,Active,Real Estate,599.82
CR_581,3,50000.0,36,Default,None,0.0
CR_582,649,,12,Active,None,0.0
CR_583,413,1000.0,24,Active,None,0.0
CR_584,318,50000.0,12,Active,None,0.0
CR_585,306,25000.0,24,Closed,Car,17656.62
CR_586,150,5000.0,6,Default,Car,5913.42
CR_587,380,,6,Closed,None,0.0
CR_588,535,1000.0,60,Active,Deposit,1092.56
CR_589,139,25000.0,12,Active,None,0.0
CR_590,912,25000.0,60,Closed,Car,24565.26
CR_591,661,,24,Default,Car,0.0
CR_592,851,,60,Default,None,0.0
CR_593,888,5000.0,60,Default,Deposit,4460.98
CR_594,879,5000.0,12,Active,Car,5897.71
CR_595,294,,6,Default,Car,0.0
CR_596,596,50000.0,24,Default,None,0.0
CR_597,113,,60,Closed,None,0.0
CR_598,419,,6,Closed,None,0.0
CR_599,203,25000.0,36,Closed,None,0.0
CR_600,856,,6,Default,Real Estate,0.0
CR_601,989,1000.0,12,Default,Car,1443.43
CR_602,326,5000.0,60,Default,Deposit,3553.82
CR_603,763,500.0,60,Active,None,0.0
CR_604,510,5000.0,6,Active,Car,4181.69
CR_605,766,1000.0,24,Default,Real Estate,834.78
CR_606,780,5000.0,12,Closed,Real Estate,5864.02
CR_607,634,5000.0,60,Default,Car,4052.28
CR_608,722,25000.0,12,Default,Real Estate,13754.66
CR_609,140,10000.0,36,Closed,Real Estate,8911.74
CR_610,541,1000.0,60,Active,None,0.0
CR_611,117,50000.0,6,Active,None,0.0
CR_612,507,1000.0,12,Default,Real Estate,1202.14
CR_613,957,10000.0,6,Active,Car,10020.54
CR_614,82,500.0,12,Closed,Real Estate,745.97
CR_615,756,500.0,12,Default,Real Estate,366.21
CR_616,149,,6,Default,Real Estate,0.0
CR_617,751,,24,Default,Deposit,0.0
CR_618,480,50000.0,24,Active,None,0.0
CR_619,282,500.0,60,Default,Car,412.04
CR_620,480,500.0,24,Active,Deposit,258.11
CR_621,576,1000.0,6,Active,Deposit,1284.98
CR_622,269,10000.0,12,Closed,Deposit,5079.89
CR_623,373,10000.0,6,Closed,None,0.0
CR_624,865,500.0,12,Default,Deposit,317.17
CR_625,234,5000.0,36,Closed,Car,4214.34
CR_626,706,500.0,12,Active,Real Estate,583.35
CR_627,108,1000.0,24,Default,None,0.0
CR_628,36,10000.0,24,Default,Deposit,9030.06
CR_629,851,10000.0,60,Active,None,0.0
CR_630,348,50000.0,36,Default,Real Estate,38810.97
CR_631,139,5000.0,24,Default,Car,6821.21
CR_632,465,,12,Closed,Real Estate,0.0
CR_633,695,1000.0,6,Active,Deposit,1130.01
CR_634,965,50000.0,24,Closed,Real Estate,53495.84
CR_635,974,,60,Closed,Car,0.0
CR_636,967,,6,Default,Deposit,0.0
CR_637,957,10000.0,12,Closed,Real Estate,12263.49
CR_638,5,1000.0,6,Closed,None,0.0
CR_639,416,10000.0,36,Closed,Real Estate,12523.8
CR_640,82,1000.0,36,Closed,Real Estate,1084.01
CR_641,196,25000.0,24,Default,Car,24864.88
CR_642,607,10000.0,24,Closed,Real Estate,11465.18
CR_643,61,50000.0,60,Closed,Deposit,31683.85
CR_644,505,,36,Closed,Car,0.0
CR_645,428,500.0,60,Closed,Car,459.83
CR_646,112,5000.0,24,Active,Real Estate,6160.06
CR_647,536,500.0,12,Closed,Deposit,278.99
CR_648,731,10000.0,36,Default,Deposit,5522.8
CR_649,366,10000.0,36,Closed,Car,8296.38
CR_650,840,25000.0,6,Active,Car,32241.07
CR_651,632,50000.0,12,Default,Car,33723.32
CR_652,991,1000.0,12,Active,Real Estate,849.25
CR_653,434,,6,Active,Real Estate,0.0
CR_654,618,,24,Closed,Real Estate,0.0
CR_655,126,5000.0,12,Active,Real Estate,5597.47
CR_656,162,10000.0,60,Active,Deposit,11272.65
CR_657,175,25000.0,12,Default,Real Estate,25379.6
CR_658,889,500.0,36,Closed,None,0.0
CR_659,101,500.0,24,Active,Car,263.89
CR_660,659,50000.0,6,Active,Deposit,71632.6
CR_661,313,10000.0,12,Active,Deposit,5659.03
CR_662,908,500.0,6,Default,Car,443.91
CR_663,207,25000.0,36,Closed,Car,26919.44
CR_664,528,500.0,60,Active,Deposit,621.14
CR_665,564,5000.0,12,Active,Car,6801.44
CR_666,999,500.0,6,Default,Deposit,354.35
CR_667,769,1000.0,60,Active,Car,1039.68
CR_668,436,25000.0,12,Closed,None,0.0
CR_669,463,1000.0,60,Active,Real Estate,1358.1
CR_670,499,1000.0,12,Closed,Real Estate,965.28
CR_671,317,500.0,12,Default,None,0.0
CR_672,181,,6,Default,Car,0.0
CR_673,513,500.0,6,Default,Car,569.73
CR_674,400,,36,Closed,Deposit,0.0
CR_675,958,5000.0,36,Default,Car,3856.23
CR_676,717,5000.0,60,Closed,Deposit,4405.58
CR_677,155,,12,Active,None,0.0
CR_678,289,25000.0,12,Active,Real Estate,26870.83
CR_679,101,50000.0,36,Active,Real Estate,73517.72
CR_680,874,,24,Default,Car,0.0
CR_681,726,1000.0,24,Closed,Real Estate,673.62
CR_682,299,50000.0,60,Default,Deposit,38013.09
CR_683,404,500.0,12,Closed,None,0.0
CR_684,612,10000.0,24,Closed,None,0.0
CR_685,392,1000.0,24,Active,None,0.0
CR_686,260,50000.0,36,Active,Deposit,26497.67
CR_687,664,500.0,12,Default,Car,366.3
CR_688,749,5000.0,60,Closed,Car,6668.19
CR_689,12,5000.0,12,Active,Real Estate,6619.77
CR_690,715,1000.0,36,Closed,Deposit,1233.49
CR_691,312,500.0,6,Default,None,0.0
CR_692,414,500.0,12,Default,Deposit,504.19
CR_693,278,5000.0,60,Closed,Real Estate,7183.38
CR_694,532,500.0,6,Closed,Real Estate,647.8
CR_695,323,25000.0,36,Default,Real Estate,15343.87
CR_696,601,500.0,60,Default,None,0.0
CR_697,4,500.0,36,Active,Deposit,629.45
CR_698,814,,36,Active,Car,0.0
CR_699,442,25000.0,36,Active,Deposit,23424.59
CR_700,863,50000.0,12,Default,Car,47618.51
CR_701,854,1000.0,6,Active,None,0.0
CR_702,980,1000.0,6,Closed,Deposit,824.02
CR_703,316,500.0,36,Closed,Real Estate,688.63
CR_704,84,1000.0,60,Closed,Deposit,722.63
CR_705,896,10000.0,6,Closed,None,0.0
CR_706,212,500.0,12,Active,Car,601.18
CR_707,373,500.0,24,Active,Real Estate,306.54
CR_708,65,500.0,24,Closed,Car,450.33
CR_709,808,10000.0,24,Active,Deposit,12721.0
CR_710,98,25000.0,6,Active,Real Estate,14524.08
CR_711,313,10000.0,12,Active,Real Estate,13319.34
CR_712,100,5000.0,12,Default,Deposit,4370.31
CR_713,25,5000.0,24,Active,None,0.0
CR_714,743,5000.0,60,Closed,Deposit,4572.03
CR_715,13,5000.0,6,Closed,Real Estate,5269.49
CR_716,325,50000.0,60,Closed,None,0.0
CR_717,718,50000.0,36,Active,Deposit,62569.8
CR_718,888,25000.0,12,Active,Deposit,13741.91
CR_719,501,10000.0,12,Default,Real Estate,10233.44
CR_720,200,50000.0,24,Default,Car,56096.42
CR_721,920,10000.0,12,Default,Car,11557.5
CR_722,180,500.0,36,Default,Deposit,621.24
CR_723,112,,24,Active,Deposit,0.0
CR_724,474,1000.0,24,Closed,Car,867.07
CR_725,301,10000.0,60,Active,Real Estate,13546.99
CR_726,35,,36,Closed,Real Estate,0.0
CR_727,99,1000.0,36,Default,Real Estate,1188.02
CR_728,408,500.0,60,Closed,Car,306.95
CR_729,785,,24,Active,Real Estate,0.0
CR_730,395,1000.0,12,Closed,Car,825.96
CR_731,353,10000.0,24,Active,None,0.0
CR_732,118,50000.0,36,Closed,Car,69126.29
CR_733,997,500.0,24,Closed,Deposit,636.54
CR_734,927,1000.0,12,Active,None,0.0
CR_735,954,,60,Active,Real Estate,0.0
CR_736,957,1000.0,36,Closed,None,0.0
CR_737,539,10000.0,12,Closed,None,0.0
CR_738,155,,60,Closed,Car,0.0
CR_739,776,5000.0,12,Active,Real Estate,6064.72
CR_740,681,500.0,6,Closed,Car,608.81
CR_741,372,,24,Active,Real Estate,0.0
CR_742,558,50000.0,6,Active,Real Estate,71100.21
CR_743,950,50000.0,60,Active,Deposit,27293.51
CR_744,316,25000.0,12,Closed,None,0.0
CR_745,993,500.0,6,Closed,None,0.0
CR_746,814,,60,Closed,Real Estate,0.0
CR_747,192,1000.0,6,Closed,Car,1142.96
CR_748,486,500.0,12,Default,Real Estate,668.95
CR_749,973,500.0,6,Active,Deposit,637.46
CR_750,662,,36,Closed,Deposit,0.0
CR_751,155,10000.0,24,Active,Deposit,8116.57
CR_752,277,5000.0,60,Closed,Real Estate,3848.0
CR_753,229,10000.0,24,Default,Car,7171.07
CR_754,432,500.0,12,Default,Car,371.05
CR_755,518,,6,Closed,Deposit,0.0
CR_756,638,500.0,6,Closed,Deposit,340.21
CR_757,317,500.0,12,Active,Deposit,619.57
CR_758,344,500.0,6,Active,Real Estate,545.59
CR_759,393,25000.0,60,Default,None,0.0
CR_760,298,,24,Default,Deposit,0.0
CR_761,579,,6,Active,Car,0.0
CR_762,156,5000.0,12,Closed,Real Estate,5148.94
CR_763,751,25000.0,24,Active,None,0.0
CR_764,291,1000.0,60,Active,Car,1019.27
CR_765,419,5000.0,60,Active,Car,4163.26
CR_766,655,500.0,36,Closed,Car,628.4
CR_767,639,50000.0,6,Active,Real Estate,70245.36
CR_768,311,50000.0,12,Default,Car,71106.98
CR_769,907,500.0,12,Active,Real Estate,542.25
CR_770,916,10000.0,60,Active,None,0.0
CR_771,181,500.0,24,Active,None,0.0
CR_772,854,25000.0,36,Default,None,0.0
CR_773,693,5000.0,12,Closed,Deposit,5007.6
CR_774,999,5000.0,60,Default,Deposit,4606.38
CR_775,754,,12,Active,None,0.0
CR_776,196,5000.0,60,Active,None,0.0
CR_777,983,,60,Default,None,0.0
CR_778,287,500.0,60,Active,Car,384.38
CR_779,415,50000.0,24,Active,Deposit,65624.64
CR_780,732,25000.0,6,Closed,Real Estate,35576.3
CR_781,357,5000.0,6,Default,Deposit,5123.92
CR_782,276,25000.0,6,Closed,Real Estate,18121.6
CR_783,695,500.0,6,Active,Deposit,566.69
CR_784,275,25000.0,60,Default,Real Estate,28794.23
CR_785,329,,36,Closed,Deposit,0.0
CR_786,92,25000.0,6,Closed,Deposit,36030.94
CR_787,104,500.0,6,Closed,Real Estate,543.03
CR_788,704,1000.0,24,Closed,Real Estate,1264.13
CR_789,578,500.0,60,Active,Car,388.6
CR_790,315,1000.0,36,Active,Deposit,897.56
CR_791,688,25000.0,60,Closed,Deposit,21467.98
CR_792,528,25000.0,36,Active,None,0.0
CR_793,669,5000.0,12,Default,None,0.0
CR_794,851,1000.0,36,Default,Car,584.04
CR_795,724,1000.0,36,Active,Real Estate,1167.24
CR_796,44,50000.0,6,Closed,Deposit,65479.24
CR_797,388,50000.0,24,Default,Real Estate,54057.77
CR_798,834,500.0,36,Active,None,0.0
CR_799,981,10000.0,12,Active,Real Estate,9792.84
CR_800,396,10000.0,6,Closed,Deposit,14399.23
CR_801,940,1000.0,36,Default,None,0.0
CR_802,974,10000.0,36,Closed,Car,7399.6
CR_803,207,5000.0,24,Active,Car,3324.69
CR_804,3,,36,Active,None,0.0
CR_805,363,,36,Default,Deposit,0.0
CR_806,744,1000.0,60,Closed,Deposit,1130.8
CR_807,773,10000.0,12,Closed,Deposit,14552.9
CR_808,409,50000.0,60,Active,None,0.0
CR_809,294,,24,Closed,Car,0.0
CR_810,338,50000.0,12,Active,Real Estate,49411.04
CR_811,454,50000.0,12,Active,Car,72878.43
CR_812,510,500.0,12,Active,Deposit,459.68
CR_813,658,50000.0,24,Active,Deposit,73183.72
CR_814,522,5000.0,24,Active,Real Estate,4363.76
CR_815,609,1000.0,36,Active,None,0.0
CR_816,704,,24,Closed,Car,0.0
CR_817,926,500.0,60,Default,Car,403.3
CR_818,851,1000.0,60,Active,Real Estate,696.19
CR_819,26,,12,Closed,Deposit,0.0
CR_820,852,,36,Active,Deposit,0.0
CR_821,833,1000.0,6,Active,None,0.0
CR_822,926,1000.0,36,Active,Car,1069.52
CR_823,282,50000.0,36,Closed,None,0.0
CR_824,894,10000.0,12,Closed,Deposit,5359.27
CR_825,401,,12,Closed,Car,0.0
CR_826,543,25000.0,6,Closed,None,0.0
CR_827,52,10000.0,24,Active,Real Estate,7375.74
CR_828,341,1000.0,60,Closed,Real Estate,742.1
CR_829,845,,60,Default,Real Estate,0.0
CR_830,697,1000.0,60,Closed,None,0.0
CR_831,388,50000.0,60,Closed,Car,53424.05
CR_832,149,,36,Active,Car,0.0
CR_833,571,10000.0,24,Active,None,0.0
CR_834,709,1000.0,36,Active,None,0.0
CR_835,853,25000.0,60,Default,Deposit,15294.29
CR_836,612,,60,Closed,Real Estate,0.0
CR_837,788,25000.0,36,Default,Deposit,27558.39
CR_838,997,10000.0,60,Closed,Car,7671.86
CR_839,339,500.0,24,Default,Real Estate,623.2
CR_840,286,1000.0,60,Default,Real Estate,873.09
CR_841,16,10000.0,36,Default,None,0.0
CR_842,678,10000.0,36,Default,None,0.0
CR_843,480,10000.0,60,Default,Deposit,5857.2
CR_844,887,5000.0,6,Default,Deposit,6341.31
CR_845,737,1000.0,12,Active,Car,868.4
CR_846,897,10000.0,6,Closed,Car,7880.08
CR_847,139,500.0,12,Active,Car,350.73
CR_848,821,500.0,60,Default,Real Estate,605.71
CR_849,588,10000.0,12,Default,None,0.0
CR_850,730,500.0,60,Default,Car,705.46
CR_851,723,,36,Closed,Deposit,0.0
CR_852,168,500.0,24,Default,Deposit,528.61
CR_853,591,25000.0,60,Active,None,0.0
CR_854,184,1000.0,6,Active,Deposit,824.24
CR_855,348,,60,Default,Deposit,0.0
CR_856,330,10000.0,36,Default,Deposit,14539.89
CR_857,388,10000.0,60,Default,Car,12272.06
CR_858,746,1000.0,12,Closed,Real Estate,1041.95
CR_859,81,10000.0,36,Closed,Deposit,7403.98
CR_860,465,500.0,36,Default,None,0.0
CR_861,971,1000.0,60,Closed,Real Estate,1183.71
CR_862,453,500.0,12,Default,Deposit,386.61
CR_863,44,1000.0,6,Active,Deposit,790.46
CR_864,99,5000.0,60,Default,Real Estate,3305.74
CR_865,297,1000.0,60,Closed,None,0.0
CR_866,160,5000.0,12,Active,Real Estate,7105.35
CR_867,482,,36,Default,None,0.0
CR_868,281,25000.0,24,Closed,Real Estate,16437.15
CR_869,253,25000.0,60,Closed,None,0.0
CR_870,766,,6,Active,Real Estate,0.0
CR_871,350,,12,Default,None,0.0
CR_872,988,50000.0,6,Default,Deposit,52977.62
CR_873,366,50000.0,24,Active,None,0.0
CR_874,844,,6,Closed,Car,0.0
CR_875,34,25000.0,60,Active,None,0.0
CR_876,767,500.0,24,Active,None,0.0
CR_877,207,5000.0,24,Active,Deposit,3663.82
CR_878,296,1000.0,12,Closed,None,0.0
CR_879,761,,24,Closed,Real Estate,0.0
CR_880,548,25000.0,60,Closed,Deposit,20503.89
CR_881,103,50000.0,6,Default,Real Estate,68631.43
CR_882,648,25000.0,60,Closed,Real Estate,20952.78
CR_883,129,5000.0,36,Default,Deposit,7345.29
CR_884,753,50000.0,60,Active,None,0.0
CR_885,655,25000.0,12,Active,Deposit,31331.98
CR_886,341,,6,Active,Car,0.0
CR_887,902,50000.0,60,Closed,Deposit,67628.18
CR_888,464,10000.0,12,Closed,Deposit,12705.54
CR_889,58,1000.0,12,Closed,Real Estate,1014.0
CR_890,858,10000.0,36,Default,Real Estate,9939.01
CR_891,589,5000.0,24,Active,Deposit,6056.76
CR_892,269,1000.0,36,Default,None,0.0
CR_893,756,5000.0,60,Closed,Deposit,7033.22
CR_894,832,1000.0,12,Default,Deposit,1383.89
CR_895,846,5000.0,6,Closed,Deposit,4941.38
CR_896,208,,36,Closed,Real Estate,0.0
CR_897,663,25000.0,12,Closed,Real Estate,12685.72
CR_898,509,5000.0,6,Default,Deposit,5198.04
CR_899,130,500.0,6,Default,Deposit,336.08
CR_900,121,500.0,24,Closed,Deposit,559.55
CR_901,644,50000.0,6,Active,None,0.0
CR_902,726,25000.0,24,Closed,Real Estate,14729.03
CR_903,451,500.0,24,Default,None,0.0
CR_904,24,500.0,60,Closed,None,0.0
CR_905,181,5000.0,60,Active,Car,4104.96
CR_906,371,1000.0,24,Default,Real Estate,1211.81
CR_907,238,50000.0,60,Default,Real Estate,71365.32
CR_908,336,25000.0,36,Active,Deposit,34595.05
CR_909,500,500.0,12,Default,None,0.0
CR_910,590,500.0,6,Closed,Car,283.4
CR_911,59,25000.0,60,Closed,Real Estate,19983.33
CR_912,531,1000.0,24,Active,Real Estate,975.18
CR_913,116,50000.0,36,Default,Deposit,59665.91
CR_914,785,10000.0,60,Closed,Real Estate,6519.52
CR_915,913,50000.0,36,Active,Deposit,50930.8
CR_916,727,25000.0,12,Closed,Real Estate,34535.98
CR_917,502,1000.0,36,Active,Car,678.81
CR_918,564,,60,Closed,Real Estate,0.0
CR_919,310,5000.0,36,Closed,Real Estate,5412.04
CR_920,182,50000.0,24,Closed,Deposit,65146.93
CR_921,65,5000.0,60,Default,None,0.0
CR_922,234,50000.0,24,Closed,Real Estate,63978.31
CR_923,662,500.0,12,Default,Deposit,282.19
CR_924,547,10000.0,24,Closed,None,0.0
CR_925,6,50000.0,36,Closed,Deposit,43074.25
CR_926,783,25000.0,60,Closed,None,0.0
CR_927,456,,6,Default,Deposit,0.0
CR_928,983,50000.0,6,Closed,Deposit,51852.31
CR_929,713,50000.0,6,Active,Real Estate,43115.91
CR_930,97,10000.0,60,Default,Car,11200.94
CR_931,354,,12,Active,Deposit,0.0
CR_932,535,500.0,12,Default,None,0.0
CR_933,814,5000.0,6,Closed,Deposit,5673.74
CR_934,346,500.0,12,Default,Deposit,679.01
CR_935,69,25000.0,36,Active,Real Estate,16395.59
CR_936,651,5000.0,60,Default,Deposit,2995.97
CR_937,303,500.0,36,Active,Car,695.47
CR_938,577,1000.0,60,Default,Car,844.38
CR_939,973,25000.0,24,Active,Deposit,26142.59
CR_940,613,500.0,36,Closed,Real Estate,636.83
CR_941,186,50000.0,60,Closed,Deposit,25976.37
CR_942,915,,36,Active,Real Estate,0.0
CR_943,580,50000.0,6,Default,None,0.0
CR_944,951,10000.0,6,Active,Real Estate,11676.67
CR_945,682,500.0,12,Active,Real Estate,541.41
CR_946,96,25000.0,6,Default,Real Estate,36725.72
CR_947,965,1000.0,60,Active,Real Estate,1172.55
CR_948,862,50000.0,24,Default,Real Estate,41696.71
CR_949,8,50000.0,6,Active,Real Estate,53470.37
CR_950,373,1000.0,60,Default,None,0.0
CR_951,284,25000.0,12,Closed,Car,30458.69
CR_952,489,10000.0,12,Active,Real Estate,10180.88
CR_953,696,50000.0,60,Default,Deposit,42589.56
CR_954,557,25000.0,24,Default,Real Estate,22922.22
CR_955,73,25000.0,6,Closed,Car,37442.95
CR_956,753,10000.0,60,Default,Real Estate,14170.46
CR_957,447,5000.0,6,Active,Deposit,2674.11
CR_958,345,,36,Default,None,0.0
CR_959,375,500.0,24,Closed,Car,618.06
CR_960,88,5000.0,12,Active,Real Estate,3582.73
CR_961,227,25000.0,24,Closed,Real Estate,20428.84
CR_962,259,500.0,36,Default,Deposit,653.02
CR_963,247,50000.0,60,Closed,Real Estate,25439.42
CR_964,630,10000.0,60,Closed,None,0.0
CR_965,509,25000.0,6,Closed,Car,20161.22
CR_966,361,1000.0,24,Default,Deposit,598.54
CR_967,717,,36,Active,Car,0.0
CR_968,231,1000.0,36,Closed,Deposit,871.54
CR_969,941,,60,Default,Deposit,0.0
CR_970,847,5000.0,6,Active,Car,6738.02
CR_971,139,,6,Active,Car,0.0
CR_972,543,1000.0,6,Default,Real Estate,988.21
CR_973,341,10000.0,12,Closed,None,0.0
CR_974,849,25000.0,60,Active,Deposit,25382.76
CR_975,182,50000.0,36,Default,Real Estate,66577.38
CR_976,154,,12,Closed,Real Estate,0.0
CR_977,570,5000.0,24,Active,Real Estate,6778.17
CR_978,989,25000.0,12,Default,Deposit,32383.88
CR_979,577,10000.0,6,Default,Car,14604.64
CR_980,797,1000.0,6,Closed,Deposit,1406.73
CR_981,307,5000.0,12,Closed,Car,4555.41
CR_982,460,,24,Default,Car,0.0
CR_983,921,500.0,12,Closed,Car,410.2
CR_984,435,25000.0,24,Closed,Car,30944.15
CR_985,770,50000.0,36,Closed,None,0.0
CR_986,593,,6,Default,Car,0.0
CR_987,141,,36,Active,None,0.0
CR_988,915,5000.0,36,Default,Deposit,3549.31
CR_989,642,1000.0,60,Active,Deposit,1133.89
CR_990,693,,36,Default,Real Estate,0.0
CR_991,587,25000.0,36,Default,None,0.0
CR_992,976,5000.0,12,Default,Real Estate,3441.07
CR_993,687,500.0,6,Active,Real Estate,460.47
CR_994,724,50000.0,36,Default,Deposit,57934.78
CR_995,456,1000.0,6,Closed,Real Estate,686.3
CR_996,445,25000.0,36,Active,Real Estate,35396.49
CR_997,857,500.0,36,Active,Real Estate,708.69
CR_998,435,5000.0,24,Closed,None,0.0
CR_999,540,500.0,60,Closed,Deposit,343.95
CR_1000,765,25000.0,36,Active,Car,16824.44
CR_1001,41,1000.0,24,Default,Car,662.06
CR_1002,2,1000.0,60,Default,Real Estate,1105.26
CR_1003,24,50000.0,6,Default,Car,27805.07
CR_1004,49,25000.0,36,Default,Deposit,29936.98
CR_1005,993,10000.0,6,Closed,Real Estate,6286.21
CR_1006,953,,60,Active,Real Estate,0.0
CR_1007,655,1000.0,12,Active,Real Estate,1034.18
CR_1008,235,50000.0,24,Closed,Real Estate,32085.97
CR_1009,96,25000.0,36,Default,Deposit,14536.95
CR_1010,18,10000.0,24,Default,None,0.0
CR_1011,135,,60,Active,Car,0.0
CR_1012,827,50000.0,24,Default,Real Estate,73018.57
CR_1013,764,25000.0,36,Default,Real Estate,22678.26
CR_1014,411,50000.0,24,Default,Deposit,63273.46
CR_1015,446,1000.0,6,Active,Real Estate,892.34
CR_1016,421,25000.0,60,Active,Deposit,18308.47
CR_1017,952,500.0,36,Default,Real Estate,623.97
CR_1018,748,50000.0,12,Closed,Real Estate,70856.29
CR_1019,767,500.0,24,Closed,Real Estate,425.96
CR_1020,779,1000.0,24,Active,None,0.0
CR_1021,38,1000.0,24,Closed,Deposit,882.8
CR_1022,706,,6,Active,Deposit,0.0
CR_1023,255,25000.0,12,Active,Car,13163.77
CR_1024,35,1000.0,60,Default,Car,1250.7
CR_1025,266,,12,Default,Real Estate,0.0
CR_1026,478,,60,Closed,Car,0.0
CR_1027,462,500.0,24,Closed,Real Estate,656.39
CR_1028,537,10000.0,6,Closed,Real Estate,9520.18
CR_1029,684,5000.0,12,Default,Car,6904.84
CR_1030,608,500.0,36,Closed,Real Estate,335.84
CR_1031,22,25000.0,12,Active,Car,34537.61
CR_1032,103,10000.0,12,Default,Car,5616.85
CR_1033,384,500.0,6,Active,None,0.0
CR_1034,79,50000.0,24,Active,Real Estate,64792.73
CR_1035,235,500.0,12,Closed,None,0.0
CR_1036,900,500.0,36,Default,None,0.0
CR_1037,272,10000.0,12,Active,Real Estate,14764.11
CR_1038,867,,60,Default,Deposit,0.0
CR_1039,791,10000.0,24,Default,Real Estate,6824.32
CR_1040,23,500.0,12,Active,None,0.0
CR_1041,155,5000.0,24,Default,Real Estate,7404.24
CR_1042,510,1000.0,60,Default,Car,1236.01
CR_1043,910,50000.0,24,Default,None,0.0
CR_1044,878,25000.0,24,Active,None,0.0
CR_1045,164,500.0,60,Closed,None,0.0
CR_1046,262,25000.0,60,Closed,None,0.0
CR_1047,215,50000.0,12,Default,Car,28049.0
CR_1048,618,5000.0,60,Default,Real Estate,3646.35
CR_1049,510,10000.0,36,Active,None,0.0
CR_1050,128,10000.0,12,Active,Car,14836.5
CR_1051,17,,60,Default,None,0.0
CR_1052,393,10000.0,12,Default,Real Estate,11704.76
CR_1053,804,,6,Default,Real Estate,0.0
CR_1054,699,1000.0,60,Default,Deposit,647.52
CR_1055,188,25000.0,36,Active,Real Estate,36579.86
CR_1056,739,,12,Default,None,0.0
CR_1057,154,25000.0,6,Default,Real Estate,29233.2
CR_1058,663,1000.0,60,Closed,Real Estate,618.0
CR_1059,599,10000.0,12,Default,Deposit,13210.46
CR_1060,945,10000.0,6,Closed,Deposit,8197.84
CR_1061,980,25000.0,24,Active,Car,22109.08
CR_1062,861,,12,Active,Deposit,0.0
CR_1063,733,500.0,36,Active,None,0.0
CR_1064,665,5000.0,36,Active,None,0.0
CR_1065,44,1000.0,60,Default,Car,916.32
CR_1066,8,500.0,24,Default,Car,473.69
CR_1067,763,1000.0,12,Active,Car,814.38
CR_1068,798,500.0,6,Closed,Deposit,274.18
CR_1069,575,50000.0,12,Active,Car,46662.24
CR_1070,600,10000.0,6,Default,Real Estate,13871.37
CR_1071,629,,36,Closed,Deposit,0.0
CR_1072,856,500.0,6,Active,Deposit,398.2
CR_1073,821,10000.0,12,Closed,Car,10470.84
CR_1074,100,500.0,24,Default,Real Estate,688.53
CR_1075,320,25000.0,24,Closed,None,0.0
CR_1076,532,25000.0,6,Closed,None,0.0
CR_1077,965,50000.0,60,Active,Deposit,64256.07
CR_1078,787,1000.0,36,Active,Deposit,538.57
CR_1079,574,500.0,6,Active,Real Estate,745.2
CR_1080,950,25000.0,6,Active,Real Estate,18356.03
CR_1081,404,5000.0,36,Closed,Deposit,5476.77
CR_1082,430,5000.0,6,Active,Real Estate,2914.49
CR_1083,108,50000.0,12,Closed,Deposit,66868.98
CR_1084,316,50000.0,36,Default,Car,45312.39
CR_1085,460,500.0,12,Active,Car,745.99
CR_1086,65,5000.0,6,Default,Real Estate,3394.86
CR_1087,759,50000.0,24,Active,Deposit,55409.11
CR_1088,779,5000.0,12,Default,Real Estate,7279.53
CR_1089,985,50000.0,12,Active,Car,44152.62
CR_1090,813,1000.0,36,Active,None,0.0
CR_1091,464,10000.0,60,Default,Deposit,10049.43
CR_1092,12,25000.0,60,Active,None,0.0
CR_1093,691,,6,Default,None,0.0
CR_1094,130,10000.0,36,Active,Car,10361.89
CR_1095,562,5000.0,24,Default,Deposit,5511.26
CR_1096,590,500.0,24,Active,Car,551.65
CR_1097,103,10000.0,6,Active,Real Estate,10772.05
CR_1098,590,10000.0,6,Default,Deposit,7981.76
CR_1099,842,,12,Active,Deposit,0.0
CR_1100,610,25000.0,60,Default,Car,36373.56
CR_1101,630,10000.0,12,Active,Deposit,14633.46
CR_1102,426,5000.0,6,Closed,Real Estate,5350.28
CR_1103,242,500.0,36,Default,Car,339.8
CR_1104,739,1000.0,6,Closed,Real Estate,637.34
CR_1105,1,,24,Closed,Real Estate,0.0
CR_1106,583,,60,Default,Car,0.0
