credit_id,client_id,amount,duration,status,collateral_type,collateral_value,collateral_ratio,name,age,job,city,is_legal,base_pd,lgd,reserves_for_bank
CR_219,743,5000.0,12,Default,Car,6041.08,120.8216,Client_743,36,Seller,Frankfurt,True,0.06,0.4,120.0
CR_220,822,10000.0,36,Default,Deposit,10106.29,101.0629,Client_822,35,Engineer,Hamburg,True,0.03,0.2,60.0
CR_221,261,5000.0,6,Default,Real Estate,4853.49,97.0698,Client_261,45,Pensioner,Rottweil,True,0.08,0.2,80.0
CR_222,223,25000.0,6,Active,Real Estate,35933.61,143.73444,Client_223,43,Director,Hamburg,True,0.01,0.2,50.0
CR_223,499,50000.0,6,Active,Nothing,0.0,0.0,Client_499,35,Student,Bratslaw,True,0.25,0.8,10000.0
CR_224,525,5000.0,24,Active,Car,0.0,0.0,Client_525,40,Sportsman,Frankfurt,True,0.08,0.4,160.0
CR_225,973,10000.0,12,Active,Car,13338.53,133.3853,Client_973,52,Police worker,Stuttgart,True,0.04,0.4,160.0
CR_226,786,500.0,24,Active,Car,252.39,50.478,Client_786,75,Police worker,Baden-Baden,True,0.04,0.4,8.0
CR_227,820,500.0,6,Closed,Real Estate,635.25,127.05,Client_820,70,Sportsman,Schramberg,True,0.08,0.2,8.0
CR_228,169,5000.0,6,Active,Car,6000.65,120.013,Client_169,61,Manager,Munich,True,0.05,0.4,100.00000000000001
CR_229,909,25000.0,24,Active,Car,28586.09,114.34436,Client_909,67,Teacher,Hamburg,True,0.02,0.4,200.0
CR_230,998,1000.0,60,Default,Deposit,1039.8,103.98,Client_998,57,Security,Dunningen,True,0.09,0.2,18.0
CR_231,801,500.0,12,Closed,Real Estate,730.71,146.14200000000002,Client_801,17,Teacher,Frankfurt,False,0.024,0.2,2.4000000000000004
CR_232,671,50000.0,60,Default,Car,46732.38,93.46475999999998,Client_671,47,Unemployed,Vs,True,0.3,0.4,6000.0
CR_233,11,500.0,24,Default,Nothing,0.0,0.0,Client_11,61,Brewer,Baden-Baden,True,0.04,0.8,16.0
CR_234,611,25000.0,24,Closed,Nothing,0.0,0.0,Client_611,40,Pensioner,Munich,True,0.08,0.8,1600.0
CR_235,824,1000.0,12,Default,Car,1480.08,148.00799999999998,Client_824,67,Engineer,Vs,True,0.03,0.4,12.0
CR_236,279,25000.0,12,Closed,Real Estate,17063.02,68.25208,Client_279,68,Driver,Frankfurt,True,0.12,0.2,600.0
CR_237,928,50000.0,60,Active,Deposit,25459.01,50.91802,Client_928,40,Student,Baden-Baden,True,0.25,0.2,2500.0
CR_238,259,500.0,12,Active,Car,633.97,126.794,Client_259,18,IT Specialist,Hardt,True,0.02,0.4,4.0
CR_239,223,25000.0,24,Closed,Deposit,37253.84,149.01536,Client_223,43,Director,Hamburg,True,0.01,0.2,50.0
CR_240,320,5000.0,12,Default,Deposit,0.0,0.0,Client_320,36,Brewer,Berlin,True,0.04,0.2,40.0
CR_241,284,1000.0,24,Closed,Car,1191.14,119.114,Client_284,40,Student,Tuttlingen,True,0.25,0.4,100.0
CR_242,496,1000.0,12,Default,Nothing,0.0,0.0,Client_496,27,Brewer,Tuttlingen,True,0.04,0.8,32.0
CR_243,455,50000.0,6,Active,Car,64683.03,129.36606,Client_455,34,Director,Stuttgart,True,0.01,0.4,200.0
CR_244,216,1000.0,60,Closed,Real Estate,600.73,60.073,Client_216,18,Sportsman,Munich,True,0.08,0.2,16.0
CR_245,334,1000.0,36,Active,Deposit,1436.95,143.695,Client_334,41,Sportsman,Schramberg,True,0.08,0.2,16.0
CR_246,413,50000.0,36,Closed,Car,52790.57,105.58114,Client_413,38,Pensioner,Offenburg,True,0.08,0.4,1600.0
CR_247,676,50000.0,36,Active,Car,73685.62,147.37124,Client_676,74,Pensioner,Schramberg,True,0.08,0.4,1600.0
CR_248,182,500.0,24,Active,Nothing,0.0,0.0,Client_182,27,Sportsman,Baden-Baden,True,0.08,0.8,32.0
CR_249,360,25000.0,24,Default,Real Estate,22442.45,89.7698,Client_360,17,Security,Hamburg,False,0.108,0.2,540.0
CR_250,964,5000.0,12,Closed,Car,7245.54,144.9108,Client_964,32,Security,Offenburg,True,0.09,0.4,180.0
CR_251,511,50000.0,36,Closed,Deposit,63703.35,127.4067,Client_511,46,Director,Munich,True,0.01,0.2,100.0
CR_252,348,10000.0,12,Active,Nothing,0.0,0.0,Client_348,45,Engineer,Munich,True,0.03,0.8,240.0
CR_253,109,1000.0,24,Active,Real Estate,1123.6,112.36,Client_109,37,Pensioner,Dunningen,True,0.08,0.2,16.0
CR_254,540,10000.0,6,Closed,Deposit,8292.63,82.9263,Client_540,37,Seller,Munich,True,0.06,0.2,120.0
CR_255,376,500.0,24,Default,Nothing,0.0,0.0,Client_376,16,Engineer,Rottweil,False,0.036,0.8,14.4
CR_256,876,5000.0,36,Active,Car,3139.54,62.7908,Client_876,30,Brewer,Bratslaw,True,0.04,0.4,80.0
CR_257,16,1000.0,36,Closed,Real Estate,731.76,73.176,Client_16,64,Pensioner,Hardt,True,0.08,0.2,16.0
CR_258,956,25000.0,12,Closed,Nothing,0.0,0.0,Client_956,64,Manager,Baden-Baden,True,0.05,0.8,1000.0000000000002
CR_259,723,50000.0,12,Closed,Real Estate,49729.97,99.45994,Client_723,26,Manager,Stuttgart,True,0.05,0.2,500.0000000000001
CR_260,541,1000.0,24,Active,Real Estate,1474.88,147.48800000000003,Client_541,60,IT Specialist,Schramberg,True,0.02,0.2,4.0
CR_261,444,50000.0,60,Default,Nothing,0.0,0.0,Client_444,24,Seller,Rottweil,True,0.06,0.8,2400.0
CR_262,301,5000.0,24,Default,Real Estate,0.0,0.0,Client_301,69,Sportsman,Rottweil,True,0.08,0.2,80.0
CR_263,647,50000.0,60,Default,Nothing,0.0,0.0,Client_647,55,Unemployed,Stuttgart,True,0.3,0.8,12000.0
CR_264,343,5000.0,6,Closed,Nothing,0.0,0.0,Client_343,72,IT Specialist,Rottweil,True,0.02,0.8,80.0
CR_265,404,5000.0,36,Closed,Nothing,0.0,0.0,Client_404,49,IT Specialist,Frankfurt,True,0.02,0.8,80.0
CR_266,861,500.0,6,Closed,Deposit,670.97,134.19400000000002,Client_861,41,Seller,Bratslaw,True,0.06,0.2,6.0
CR_267,138,1000.0,36,Closed,Car,645.14,64.514,Client_138,37,Driver,Offenburg,True,0.12,0.4,48.0
CR_268,3,1000.0,60,Closed,Nothing,0.0,0.0,Client_3,42,Security,Frankfurt,True,0.09,0.8,72.0
CR_269,440,500.0,6,Closed,Real Estate,490.22,98.044,Client_440,48,Manager,Sulgen,True,0.05,0.2,5.000000000000001
CR_270,752,500.0,6,Active,Car,627.38,125.476,Client_752,43,Pensioner,Tuttlingen,True,0.08,0.4,16.0
CR_271,173,1000.0,12,Default,Nothing,0.0,0.0,Client_173,43,IT Specialist,Vs,True,0.02,0.8,16.0
CR_272,617,25000.0,60,Closed,Real Estate,23259.74,93.03896,Client_617,50,Student,Rottweil,True,0.25,0.2,1250.0
CR_273,912,5000.0,12,Default,Real Estate,4920.41,98.4082,Client_912,71,Security,Dunningen,True,0.09,0.2,90.0
CR_274,864,10000.0,60,Closed,Deposit,5236.35,52.36350000000001,Client_864,67,Driver,Baden-Baden,True,0.12,0.2,240.0
CR_275,368,50000.0,6,Active,Car,57904.02,115.80804,Client_368,37,Director,Tuttlingen,True,0.01,0.4,200.0
CR_276,311,1000.0,12,Closed,Real Estate,619.61,61.961,Client_311,60,Student,Frankfurt,True,0.25,0.2,50.0
CR_277,545,5000.0,60,Active,Real Estate,2503.31,50.0662,Client_545,59,Driver,Dunningen,True,0.12,0.2,120.0
CR_278,148,1000.0,6,Active,Real Estate,1128.07,112.807,Client_148,17,Sportsman,Tuttlingen,False,0.096,0.2,19.200000000000003
CR_279,740,1000.0,24,Default,Nothing,0.0,0.0,Client_740,26,Brewer,Sulgen,True,0.04,0.8,32.0
CR_280,267,50000.0,6,Default,Nothing,0.0,0.0,Client_267,64,Police worker,Offenburg,True,0.04,0.8,1600.0
CR_281,702,10000.0,36,Active,Nothing,0.0,0.0,Client_702,23,Sportsman,Stuttgart,True,0.08,0.8,640.0
CR_282,167,1000.0,36,Default,Nothing,0.0,0.0,Client_167,37,Director,Stuttgart,True,0.01,0.8,8.0
CR_283,329,10000.0,6,Closed,Nothing,0.0,0.0,Client_329,28,Student,Tuttlingen,True,0.25,0.8,2000.0
CR_284,185,1000.0,6,Active,Real Estate,1263.88,126.388,Client_185,29,Sportsman,Frankfurt,True,0.08,0.2,16.0
CR_285,629,5000.0,12,Active,Real Estate,0.0,0.0,Client_629,26,Police worker,Frankfurt,True,0.04,0.2,40.0
CR_286,265,50000.0,60,Default,Deposit,53456.52,106.91304,Client_265,22,Student,Hardt,True,0.25,0.2,2500.0
CR_287,966,5000.0,36,Active,Real Estate,7037.24,140.7448,Client_966,69,Police worker,Sulgen,True,0.04,0.2,40.0
CR_288,869,25000.0,36,Closed,Car,17017.35,68.06939999999999,Client_869,47,Sportsman,Sulgen,True,0.08,0.4,800.0
CR_289,987,1000.0,6,Default,Deposit,926.51,92.651,Client_987,72,Engineer,Munich,True,0.03,0.2,6.0
CR_290,54,5000.0,24,Active,Nothing,0.0,0.0,Client_54,37,Sportsman,Offenburg,True,0.08,0.8,320.0
CR_291,295,1000.0,60,Active,Car,889.29,88.92899999999999,Client_295,35,Brewer,Dunningen,True,0.04,0.4,16.0
CR_292,622,500.0,24,Default,Nothing,0.0,0.0,Client_622,59,Manager,Baden-Baden,True,0.05,0.8,20.000000000000004
CR_293,167,5000.0,12,Active,Deposit,0.0,0.0,Client_167,37,Director,Stuttgart,True,0.01,0.2,10.0
CR_294,940,1000.0,6,Closed,Car,1490.36,149.036,Client_940,42,Director,Munich,True,0.01,0.4,4.0
CR_295,821,25000.0,6,Default,Deposit,31136.96,124.54784,Client_821,34,Police worker,Berlin,True,0.04,0.2,200.0
CR_296,544,1000.0,60,Default,Deposit,1093.78,109.378,Client_544,73,Pensioner,Dunningen,True,0.08,0.2,16.0
CR_297,216,10000.0,60,Active,Nothing,0.0,0.0,Client_216,18,Sportsman,Munich,True,0.08,0.8,640.0
CR_298,287,50000.0,6,Active,Car,52086.24,104.17248,Client_287,44,Teacher,Frankfurt,True,0.02,0.4,400.0
CR_299,458,50000.0,60,Default,Nothing,0.0,0.0,Client_458,65,Manager,Tuttlingen,True,0.05,0.8,2000.0000000000005
CR_300,829,25000.0,6,Default,Real Estate,27550.86,110.20344,Client_829,56,IT Specialist,Bratslaw,True,0.02,0.2,100.0
CR_301,889,1000.0,36,Active,Real Estate,669.68,66.96799999999999,Client_889,25,Seller,Dunningen,True,0.06,0.2,12.0
CR_302,899,1000.0,6,Active,Nothing,0.0,0.0,Client_899,33,Manager,Tuttlingen,True,0.05,0.8,40.00000000000001
CR_303,926,50000.0,6,Active,Real Estate,33521.06,67.04212,Client_926,59,Brewer,Frankfurt,True,0.04,0.2,400.0
CR_304,680,50000.0,24,Active,Real Estate,27894.07,55.78814,Client_680,57,Director,Tuttlingen,True,0.01,0.2,100.0
CR_305,261,50000.0,6,Active,Deposit,71682.04,143.36407999999997,Client_261,45,Pensioner,Rottweil,True,0.08,0.2,800.0
CR_306,3,50000.0,24,Active,Real Estate,33388.26,66.77652,Client_3,42,Security,Frankfurt,True,0.09,0.2,899.9999999999999
CR_307,574,5000.0,36,Active,Nothing,0.0,0.0,Client_574,58,Sportsman,Tuttlingen,True,0.08,0.8,320.0
CR_308,77,500.0,6,Closed,Car,272.77,54.55399999999999,Client_77,51,Police worker,Sulgen,True,0.04,0.4,8.0
CR_309,620,5000.0,36,Closed,Nothing,0.0,0.0,Client_620,21,Director,Rottweil,True,0.01,0.8,40.0
CR_310,964,25000.0,36,Closed,Real Estate,29795.2,119.1808,Client_964,32,Security,Offenburg,True,0.09,0.2,449.99999999999994
CR_311,27,1000.0,24,Active,Nothing,0.0,0.0,Client_27,58,Engineer,Sulgen,True,0.03,0.8,24.0
CR_312,212,5000.0,24,Active,Car,6509.81,130.1962,Client_212,72,Pensioner,Frankfurt,True,0.08,0.4,160.0
CR_313,149,50000.0,36,Active,Real Estate,62582.6,125.1652,Client_149,46,Security,Berlin,True,0.09,0.2,899.9999999999999
CR_314,38,10000.0,6,Default,Car,9614.88,96.1488,Client_38,71,Security,Bratslaw,True,0.09,0.4,360.0
CR_315,286,5000.0,60,Default,Real Estate,4383.18,87.6636,Client_286,33,Driver,Hardt,True,0.12,0.2,120.0
CR_316,313,5000.0,36,Default,Car,6293.04,125.8608,Client_313,35,Brewer,Hamburg,True,0.04,0.4,80.0
CR_317,437,5000.0,6,Closed,Nothing,0.0,0.0,Client_437,51,Director,Hamburg,True,0.01,0.8,40.0
CR_318,262,500.0,36,Default,Car,592.43,118.48599999999998,Client_262,73,Security,Frankfurt,True,0.09,0.4,18.0
CR_319,696,5000.0,60,Closed,Car,4264.32,85.2864,Client_696,16,Police worker,Bratslaw,False,0.048,0.4,96.00000000000001
CR_320,257,5000.0,6,Default,Nothing,0.0,0.0,Client_257,60,Unemployed,Baden-Baden,True,0.3,0.8,1200.0
CR_321,512,50000.0,60,Default,Real Estate,69100.04,138.20008,Client_512,68,Police worker,Dunningen,True,0.04,0.2,400.0
CR_322,861,5000.0,36,Default,Deposit,4396.7,87.934,Client_861,41,Seller,Bratslaw,True,0.06,0.2,60.0
CR_323,762,5000.0,60,Default,Nothing,0.0,0.0,Client_762,74,Sportsman,Sulgen,True,0.08,0.8,320.0
CR_324,319,10000.0,6,Closed,Car,7268.95,72.6895,Client_319,71,IT Specialist,Schramberg,True,0.02,0.4,80.0
CR_325,197,50000.0,12,Active,Nothing,0.0,0.0,Client_197,40,Teacher,Hardt,True,0.02,0.8,800.0
CR_326,825,10000.0,12,Closed,Nothing,0.0,0.0,Client_825,52,Pensioner,Frankfurt,True,0.08,0.8,640.0
CR_327,665,10000.0,60,Closed,Car,6468.14,64.6814,Client_665,23,Pensioner,Vs,True,0.08,0.4,320.0
CR_328,396,50000.0,60,Active,Deposit,33486.1,66.97219999999999,Client_396,21,Pensioner,Schramberg,True,0.08,0.2,800.0
CR_329,860,1000.0,24,Active,Real Estate,1264.71,126.471,Client_860,70,Police worker,Frankfurt,True,0.04,0.2,8.0
CR_330,146,50000.0,60,Default,Deposit,40632.12,81.26424000000002,Client_146,52,Engineer,Munich,True,0.03,0.2,300.0
CR_331,641,5000.0,24,Active,Deposit,0.0,0.0,Client_641,73,Sportsman,Bratslaw,True,0.08,0.2,80.0
CR_332,645,5000.0,12,Active,Nothing,0.0,0.0,Client_645,39,Engineer,Offenburg,True,0.03,0.8,120.0
CR_333,786,5000.0,24,Closed,Nothing,0.0,0.0,Client_786,75,Police worker,Baden-Baden,True,0.04,0.8,160.0
CR_334,927,5000.0,60,Default,Real Estate,0.0,0.0,Client_927,20,Engineer,Sulgen,True,0.03,0.2,30.0
CR_335,150,50000.0,24,Closed,Car,50336.4,100.6728,Client_150,19,IT Specialist,Dunningen,True,0.02,0.4,400.0
CR_336,255,50000.0,6,Active,Car,51633.06,103.26612,Client_255,29,Student,Rottweil,True,0.25,0.4,5000.0
CR_337,63,1000.0,36,Active,Real Estate,1161.9,116.19,Client_63,25,Engineer,Munich,True,0.03,0.2,6.0
CR_338,282,50000.0,12,Active,Car,57326.47,114.65294,Client_282,71,Director,Stuttgart,True,0.01,0.4,200.0
CR_339,862,5000.0,6,Closed,Real Estate,3892.47,77.84939999999999,Client_862,41,Manager,Berlin,True,0.05,0.2,50.00000000000001
CR_340,163,500.0,60,Active,Nothing,0.0,0.0,Client_163,44,Teacher,Berlin,True,0.02,0.8,8.0
CR_341,326,1000.0,36,Closed,Car,1257.8,125.78,Client_326,75,Security,Sulgen,True,0.09,0.4,36.0
CR_342,301,50000.0,36,Active,Car,58417.84,116.83568,Client_301,69,Sportsman,Rottweil,True,0.08,0.4,1600.0
CR_343,710,500.0,36,Closed,Car,428.72,85.74400000000001,Client_710,36,Sportsman,Schramberg,True,0.08,0.4,16.0
CR_344,372,10000.0,36,Active,Deposit,13151.76,131.51760000000002,Client_372,17,Seller,Baden-Baden,False,0.072,0.2,144.0
CR_345,151,25000.0,60,Active,Deposit,27389.38,109.55752,Client_151,64,Driver,Sulgen,True,0.12,0.2,600.0
CR_346,847,50000.0,60,Closed,Nothing,0.0,0.0,Client_847,23,Teacher,Hardt,True,0.02,0.8,800.0
CR_347,449,5000.0,6,Active,Real Estate,0.0,0.0,Client_449,34,Driver,Rottweil,True,0.12,0.2,120.0
CR_348,309,1000.0,6,Active,Real Estate,713.82,71.382,Client_309,43,Police worker,Munich,True,0.04,0.2,8.0
CR_349,212,10000.0,12,Active,Deposit,8890.17,88.9017,Client_212,72,Pensioner,Frankfurt,True,0.08,0.2,160.0
CR_350,516,10000.0,6,Closed,Real Estate,11070.91,110.7091,Client_516,68,Pensioner,Berlin,True,0.08,0.2,160.0
CR_351,552,50000.0,60,Default,Car,53766.62,107.53324,Client_552,58,Driver,Frankfurt,True,0.12,0.4,2400.0
CR_352,454,500.0,60,Active,Real Estate,664.1,132.82,Client_454,53,Brewer,Hardt,True,0.04,0.2,4.0
CR_353,459,10000.0,36,Default,Car,10847.8,108.47799999999998,Client_459,45,Teacher,Stuttgart,True,0.02,0.4,80.0
CR_354,407,50000.0,12,Default,Deposit,28081.26,56.16252,Client_407,21,Police worker,Bratslaw,True,0.04,0.2,400.0
CR_355,942,5000.0,12,Active,Real Estate,3436.51,68.73020000000001,Client_942,34,Director,Frankfurt,True,0.01,0.2,10.0
CR_356,720,50000.0,12,Closed,Real Estate,71977.27,143.95454,Client_720,43,Unemployed,Rottweil,True,0.3,0.2,3000.0
CR_357,843,500.0,12,Closed,Car,670.64,134.128,Client_843,25,Seller,Stuttgart,True,0.06,0.4,12.0
CR_358,895,50000.0,36,Default,Deposit,49664.99,99.32998,Client_895,73,Student,Schramberg,True,0.25,0.2,2500.0
CR_359,228,1000.0,12,Default,Real Estate,964.54,96.454,Client_228,36,Engineer,Vs,True,0.03,0.2,6.0
CR_360,150,1000.0,60,Active,Car,562.33,56.233,Client_150,19,IT Specialist,Dunningen,True,0.02,0.4,8.0
CR_361,882,50000.0,36,Default,Deposit,33512.69,67.02538,Client_882,66,Pensioner,Baden-Baden,True,0.08,0.2,800.0
CR_362,951,10000.0,36,Default,Car,12362.33,123.6233,Client_951,22,Police worker,Offenburg,True,0.04,0.4,160.0
CR_363,955,500.0,12,Active,Real Estate,285.12,57.024,Client_955,54,Student,Hamburg,True,0.25,0.2,25.0
CR_364,347,10000.0,36,Default,Deposit,12955.48,129.5548,Client_347,69,Director,Baden-Baden,True,0.01,0.2,20.0
CR_365,863,5000.0,24,Default,Nothing,0.0,0.0,Client_863,64,Director,Offenburg,True,0.01,0.8,40.0
CR_366,816,25000.0,60,Active,Car,27956.64,111.82656,Client_816,26,Security,Bratslaw,True,0.09,0.4,899.9999999999999
CR_367,551,500.0,60,Closed,Real Estate,293.92,58.784000000000006,Client_551,44,Security,Tuttlingen,True,0.09,0.2,9.0
CR_368,348,500.0,36,Closed,Deposit,349.55,69.91000000000001,Client_348,45,Engineer,Munich,True,0.03,0.2,3.0
CR_369,319,25000.0,36,Active,Car,23868.74,95.47496,Client_319,71,IT Specialist,Schramberg,True,0.02,0.4,200.0
CR_370,628,1000.0,36,Active,Deposit,1328.16,132.816,Client_628,60,IT Specialist,Frankfurt,True,0.02,0.2,4.0
CR_371,172,25000.0,6,Default,Nothing,0.0,0.0,Client_172,57,Teacher,Sulgen,True,0.02,0.8,400.0
CR_372,294,10000.0,60,Closed,Car,12518.64,125.1864,Client_294,21,Manager,Sulgen,True,0.05,0.4,200.00000000000003
CR_373,934,500.0,24,Active,Real Estate,444.77,88.954,Client_934,50,Director,Munich,True,0.01,0.2,1.0
CR_374,590,25000.0,6,Active,Real Estate,34564.58,138.25832,Client_590,50,Brewer,Baden-Baden,True,0.04,0.2,200.0
CR_375,120,10000.0,60,Closed,Nothing,0.0,0.0,Client_120,53,IT Specialist,Berlin,True,0.02,0.8,160.0
CR_376,989,1000.0,6,Active,Nothing,0.0,0.0,Client_989,53,Driver,Baden-Baden,True,0.12,0.8,96.0
CR_377,63,10000.0,12,Active,Real Estate,5447.86,54.4786,Client_63,25,Engineer,Munich,True,0.03,0.2,60.0
CR_378,38,5000.0,60,Closed,Nothing,0.0,0.0,Client_38,71,Security,Bratslaw,True,0.09,0.8,360.0
CR_379,521,50000.0,24,Closed,Nothing,0.0,0.0,Client_521,47,Security,Schramberg,True,0.09,0.8,3599.9999999999995
CR_380,890,10000.0,12,Closed,Real Estate,14501.04,145.0104,Client_890,75,Engineer,Schramberg,True,0.03,0.2,60.0
CR_381,519,50000.0,60,Default,Car,56374.29,112.74858,Client_519,23,Brewer,Hamburg,True,0.04,0.4,800.0
CR_382,714,50000.0,12,Active,Deposit,67281.63,134.56326,Client_714,55,Student,Stuttgart,True,0.25,0.2,2500.0
CR_383,908,5000.0,60,Active,Car,4229.21,84.5842,Client_908,63,Seller,Baden-Baden,True,0.06,0.4,120.0
CR_384,201,10000.0,6,Active,Real Estate,6777.71,67.7771,Client_201,52,Manager,Bratslaw,True,0.05,0.2,100.00000000000001
CR_385,921,25000.0,24,Active,Nothing,0.0,0.0,Client_921,47,Director,Hardt,True,0.01,0.8,200.0
CR_386,672,500.0,12,Default,Car,430.62,86.124,Client_672,21,Police worker,Sulgen,True,0.04,0.4,8.0
CR_387,689,25000.0,24,Default,Deposit,29283.89,117.13556,Client_689,21,Manager,Schramberg,True,0.05,0.2,250.00000000000006
CR_388,807,25000.0,6,Closed,Nothing,0.0,0.0,Client_807,75,Student,Berlin,True,0.25,0.8,5000.0
CR_389,991,500.0,12,Default,Car,710.51,142.102,Client_991,28,Student,Sulgen,True,0.25,0.4,50.0
CR_390,280,10000.0,60,Closed,Nothing,0.0,0.0,Client_280,44,Unemployed,Frankfurt,True,0.3,0.8,2400.0
CR_391,580,25000.0,12,Closed,Deposit,33110.55,132.4422,Client_580,30,Driver,Baden-Baden,True,0.12,0.2,600.0
CR_392,677,25000.0,12,Active,Car,29923.68,119.69472,Client_677,30,Director,Rottweil,True,0.01,0.4,100.0
CR_393,785,1000.0,6,Active,Nothing,0.0,0.0,Client_785,68,IT Specialist,Sulgen,True,0.02,0.8,16.0
CR_394,821,50000.0,36,Default,Nothing,0.0,0.0,Client_821,34,Police worker,Berlin,True,0.04,0.8,1600.0
CR_395,813,1000.0,12,Closed,Real Estate,586.67,58.667,Client_813,39,Sportsman,Bratslaw,True,0.08,0.2,16.0
CR_396,581,500.0,60,Closed,Real Estate,340.52,68.104,Client_581,29,Brewer,Hamburg,True,0.04,0.2,4.0
CR_397,35,5000.0,6,Default,Car,5207.29,104.1458,Client_35,42,Unemployed,Hardt,True,0.3,0.4,600.0
CR_398,942,25000.0,60,Closed,Nothing,0.0,0.0,Client_942,34,Director,Frankfurt,True,0.01,0.8,200.0
CR_399,492,500.0,24,Default,Real Estate,415.68,83.136,Client_492,17,Police worker,Offenburg,False,0.048,0.2,4.800000000000001
CR_400,827,10000.0,60,Default,Real Estate,10251.02,102.5102,Client_827,22,Security,Dunningen,True,0.09,0.2,180.0
CR_401,174,500.0,6,Default,Nothing,0.0,0.0,Client_174,38,Sportsman,Bratslaw,True,0.08,0.8,32.0
CR_402,508,1000.0,60,Closed,Nothing,0.0,0.0,Client_508,54,Police worker,Bratslaw,True,0.04,0.8,32.0
CR_403,83,500.0,36,Active,Nothing,0.0,0.0,Client_83,40,Engineer,Rottweil,True,0.03,0.8,12.0
CR_404,296,1000.0,36,Default,Car,1390.53,139.053,Client_296,32,Seller,Munich,True,0.06,0.4,24.0
CR_405,702,1000.0,24,Default,Real Estate,1497.23,149.723,Client_702,23,Sportsman,Stuttgart,True,0.08,0.2,16.0
CR_406,431,1000.0,12,Closed,Nothing,0.0,0.0,Client_431,18,Driver,Hamburg,True,0.12,0.8,96.0
CR_407,147,5000.0,24,Closed,Deposit,0.0,0.0,Client_147,42,Manager,Munich,True,0.05,0.2,50.00000000000001
CR_408,657,50000.0,36,Default,Deposit,36551.38,73.10276,Client_657,74,Pensioner,Vs,True,0.08,0.2,800.0
CR_409,803,5000.0,12,Closed,Car,0.0,0.0,Client_803,39,Seller,Tuttlingen,True,0.06,0.4,120.0
CR_410,644,5000.0,60,Default,Car,0.0,0.0,Client_644,57,IT Specialist,Stuttgart,True,0.02,0.4,40.0
CR_411,850,1000.0,12,Active,Deposit,1480.87,148.087,Client_850,20,Director,Hardt,True,0.01,0.2,2.0
CR_412,134,25000.0,24,Default,Nothing,0.0,0.0,Client_134,16,Director,Tuttlingen,False,0.012,0.8,240.00000000000003
CR_413,236,10000.0,60,Default,Deposit,11103.87,111.0387,Client_236,52,Seller,Hardt,True,0.06,0.2,120.0
CR_414,609,1000.0,60,Active,Car,981.93,98.193,Client_609,35,Pensioner,Dunningen,True,0.08,0.4,32.0
CR_415,968,5000.0,36,Closed,Real Estate,2667.94,53.35880000000001,Client_968,21,Driver,Schramberg,True,0.12,0.2,120.0
CR_416,666,50000.0,60,Active,Deposit,56154.71,112.30942,Client_666,71,Driver,Frankfurt,True,0.12,0.2,1200.0
CR_417,15,500.0,36,Active,Nothing,0.0,0.0,Client_15,21,Security,Berlin,True,0.09,0.8,36.0
CR_418,52,1000.0,24,Default,Real Estate,582.81,58.28099999999999,Client_52,37,Engineer,Bratslaw,True,0.03,0.2,6.0
CR_419,226,1000.0,24,Active,Real Estate,1220.99,122.099,Client_226,64,Sportsman,Schramberg,True,0.08,0.2,16.0
CR_420,631,5000.0,12,Active,Nothing,0.0,0.0,Client_631,41,Director,Dunningen,True,0.01,0.8,40.0
CR_421,750,1000.0,36,Closed,Real Estate,963.97,96.397,Client_750,38,Security,Rottweil,True,0.09,0.2,18.0
CR_422,12,5000.0,12,Default,Real Estate,3292.45,65.84899999999999,Client_12,30,Security,Frankfurt,True,0.09,0.2,90.0
CR_423,521,5000.0,60,Closed,Deposit,4719.61,94.3922,Client_521,47,Security,Schramberg,True,0.09,0.2,90.0
CR_424,265,10000.0,36,Closed,Car,5510.05,55.1005,Client_265,22,Student,Hardt,True,0.25,0.4,1000.0
CR_425,967,50000.0,36,Closed,Nothing,0.0,0.0,Client_967,30,Seller,Frankfurt,True,0.06,0.8,2400.0
CR_426,187,5000.0,6,Closed,Nothing,0.0,0.0,Client_187,35,Security,Vs,True,0.09,0.8,360.0
CR_427,207,5000.0,6,Closed,Nothing,0.0,0.0,Client_207,71,Pensioner,Offenburg,True,0.08,0.8,320.0
CR_428,121,10000.0,6,Default,Car,10767.62,107.6762,Client_121,66,Manager,Sulgen,True,0.05,0.4,200.00000000000003
CR_429,265,5000.0,24,Closed,Real Estate,0.0,0.0,Client_265,22,Student,Hardt,True,0.25,0.2,250.0
CR_430,398,1000.0,6,Closed,Deposit,1426.12,142.612,Client_398,70,Engineer,Schramberg,True,0.03,0.2,6.0
CR_431,598,1000.0,36,Default,Real Estate,626.28,62.62799999999999,Client_598,63,Sportsman,Frankfurt,True,0.08,0.2,16.0
CR_432,189,500.0,24,Active,Deposit,519.89,103.978,Client_189,43,Teacher,Baden-Baden,True,0.02,0.2,2.0
CR_433,848,1000.0,36,Default,Deposit,1364.6,136.45999999999998,Client_848,75,Sportsman,Sulgen,True,0.08,0.2,16.0
CR_434,558,1000.0,36,Active,Real Estate,587.95,58.79500000000001,Client_558,45,Police worker,Stuttgart,True,0.04,0.2,8.0
CR_435,786,500.0,12,Closed,Deposit,714.45,142.89,Client_786,75,Police worker,Baden-Baden,True,0.04,0.2,4.0
CR_436,606,10000.0,6,Default,Nothing,0.0,0.0,Client_606,58,Seller,Offenburg,True,0.06,0.8,480.0
