client_id,name,age,job,city,is_legal
638,Client_638,24,Pensioner,Hardt,True
639,Client_639,26,Pensioner,Frankfurt,True
640,Client_640,24,Brewer,Frankfurt,True
641,Client_641,62,IT Specialist,Munich,True
642,Client_642,26,IT Specialist,Tuttlingen,True
643,Client_643,71,Director,Vs,True
644,Client_644,65,Pensioner,Offenburg,True
645,Client_645,63,Security,Hardt,True
646,Client_646,55,Director,Schramberg,True
647,Client_647,67,Teacher,Schramberg,True
648,Client_648,27,Director,Dunningen,True
649,Client_649,74,Brewer,Frankfurt,True
650,Client_650,43,Police worker,Frankfurt,True
651,Client_651,44,Security,Dunningen,True
652,Client_652,75,Teacher,Sulgen,True
653,Client_653,51,Seller,Frankfurt,True
654,Client_654,36,Student,Sulgen,True
655,Client_655,75,Driver,Berlin,True
656,Client_656,69,Manager,Sulgen,True
657,Client_657,35,Director,Offenburg,True
658,Client_658,39,Security,Rottweil,True
659,Client_659,70,Driver,Rottweil,True
660,Client_660,32,Director,Munich,True
661,Client_661,48,Seller,Offenburg,True
662,Client_662,68,Teacher,Dunningen,True
663,Client_663,66,Engineer,Berlin,True
664,Client_664,53,Brewer,Baden-Baden,True
665,Client_665,25,Security,Stuttgart,True
666,Client_666,70,Seller,Hamburg,True
667,Client_667,55,IT Specialist,Schramberg,True
668,Client_668,61,Security,Schramberg,True
669,Client_669,74,Brewer,Bratslaw,True
670,Client_670,51,Director,Rottweil,True
671,Client_671,65,Manager,Munich,True
672,Client_672,25,IT Specialist,Vs,True
673,Client_673,55,Security,Stuttgart,True
674,Client_674,30,Engineer,Vs,True
675,Client_675,38,Brewer,Dunningen,True
676,Client_676,69,Teacher,Tuttlingen,True
677,Client_677,38,Student,Bratslaw,True
678,Client_678,54,Teacher,Offenburg,True
679,Client_679,29,Seller,Frankfurt,True
680,Client_680,63,Sportsman,Berlin,True
681,Client_681,26,Police worker,Offenburg,True
682,Client_682,60,Pensioner,Offenburg,True
683,Client_683,70,Engineer,Dunningen,True
684,Client_684,29,Engineer,Sulgen,True
685,Client_685,37,Sportsman,Bratslaw,True
686,Client_686,39,IT Specialist,Berlin,True
687,Client_687,70,Driver,Stuttgart,True
688,Client_688,27,Driver,Munich,True
689,Client_689,27,Unemployed,Berlin,True
690,Client_690,66,Driver,Frankfurt,True
691,Client_691,65,Police worker,Stuttgart,True
692,Client_692,68,Police worker,Berlin,True
693,Client_693,46,IT Specialist,Bratslaw,True
694,Client_694,68,Teacher,Schramberg,True
695,Client_695,38,Student,Stuttgart,True
696,Client_696,37,Unemployed,Munich,True
697,Client_697,35,Security,Hamburg,True
698,Client_698,31,Manager,Berlin,True
699,Client_699,46,Director,Vs,True
700,Client_700,41,IT Specialist,Dunningen,True
701,Client_701,23,Student,Sulgen,True
702,Client_702,66,Brewer,Hamburg,True
703,Client_703,39,Brewer,Frankfurt,True
704,Client_704,63,IT Specialist,Munich,True
705,Client_705,38,Driver,Offenburg,True
706,Client_706,50,Student,Dunningen,True
707,Client_707,37,Brewer,Schramberg,True
708,Client_708,52,Student,Offenburg,True
709,Client_709,72,Pensioner,Hamburg,True
710,Client_710,59,Sportsman,Munich,True
711,Client_711,75,Security,Schramberg,True
712,Client_712,71,Teacher,Hamburg,True
713,Client_713,72,Police worker,Berlin,True
714,Client_714,66,Pensioner,Hamburg,True
715,Client_715,46,Unemployed,Hardt,True
716,Client_716,43,Police worker,Berlin,True
717,Client_717,27,Director,Baden-Baden,True
718,Client_718,41,Student,Stuttgart,True
719,Client_719,28,Director,Offenburg,True
720,Client_720,64,Police worker,Baden-Baden,True
721,Client_721,19,Director,Hamburg,True
722,Client_722,50,Student,Sulgen,True
723,Client_723,52,Engineer,Frankfurt,True
724,Client_724,47,Engineer,Stuttgart,True
725,Client_725,61,Manager,Stuttgart,True
726,Client_726,39,Manager,Stuttgart,True
727,Client_727,24,Sportsman,Stuttgart,True
728,Client_728,44,Student,Dunningen,True
729,Client_729,69,Security,Dunningen,True
730,Client_730,45,Pensioner,Hardt,True
731,Client_731,43,Unemployed,Offenburg,True
732,Client_732,42,IT Specialist,Baden-Baden,True
733,Client_733,34,Unemployed,Dunningen,True
734,Client_734,48,Brewer,Vs,True
735,Client_735,72,Student,Offenburg,True
736,Client_736,32,Driver,Munich,True
737,Client_737,70,Unemployed,Vs,True
738,Client_738,24,Director,Hamburg,True
739,Client_739,71,Manager,Hamburg,True
740,Client_740,59,IT Specialist,Hamburg,True
741,Client_741,29,Engineer,Hardt,True
742,Client_742,43,Manager,Tuttlingen,True
743,Client_743,30,Driver,Stuttgart,True
744,Client_744,65,IT Specialist,Tuttlingen,True
745,Client_745,35,Pensioner,Bratslaw,True
746,Client_746,33,Pensioner,Vs,True
747,Client_747,60,Pensioner,Frankfurt,True
748,Client_748,73,Brewer,Hamburg,True
749,Client_749,29,Police worker,Berlin,True
750,Client_750,17,Police worker,Baden-Baden,False
751,Client_751,72,Security,Baden-Baden,True
752,Client_752,60,Manager,Berlin,True
753,Client_753,45,Engineer,Frankfurt,True
754,Client_754,49,Security,Vs,True
755,Client_755,24,Police worker,Bratslaw,True
756,Client_756,24,Police worker,Baden-Baden,True
757,Client_757,43,IT Specialist,Stuttgart,True
758,Client_758,19,Seller,Offenburg,True
759,Client_759,34,Director,Stuttgart,True
760,Client_760,19,Brewer,Offenburg,True
761,Client_761,39,Unemployed,Bratslaw,True
762,Client_762,63,Sportsman,Bratslaw,True
763,Client_763,63,Seller,Bratslaw,True
764,Client_764,64,Sportsman,Rottweil,True
765,Client_765,66,Teacher,Stuttgart,True
766,Client_766,24,Engineer,Frankfurt,True
767,Client_767,69,Sportsman,Dunningen,True
768,Client_768,32,Sportsman,Frankfurt,True
769,Client_769,29,Engineer,Berlin,True
770,Client_770,61,Engineer,Schramberg,True
771,Client_771,32,Unemployed,Vs,True
772,Client_772,22,Sportsman,Stuttgart,True
773,Client_773,27,Manager,Dunningen,True
774,Client_774,53,Security,Munich,True
775,Client_775,46,Unemployed,Offenburg,True
776,Client_776,55,Engineer,Frankfurt,True
777,Client_777,16,Manager,Vs,False
778,Client_778,66,Sportsman,Stuttgart,True
779,Client_779,74,Pensioner,Berlin,True
780,Client_780,20,Seller,Rottweil,True
781,Client_781,34,Police worker,Rottweil,True
782,Client_782,65,Sportsman,Berlin,True
783,Client_783,40,Student,Schramberg,True
784,Client_784,30,IT Specialist,Vs,True
785,Client_785,39,Director,Baden-Baden,True
786,Client_786,46,Seller,Sulgen,True
787,Client_787,50,Manager,Tuttlingen,True
788,Client_788,72,Police worker,Dunningen,True
789,Client_789,53,Pensioner,Hardt,True
790,Client_790,42,Security,Bratslaw,True
791,Client_791,53,Student,Schramberg,True
792,Client_792,25,Student,Vs,True
793,Client_793,18,Brewer,Hardt,True
794,Client_794,20,Security,Stuttgart,True
795,Client_795,74,Unemployed,Baden-Baden,True
796,Client_796,59,Manager,Schramberg,True
797,Client_797,30,Sportsman,Hardt,True
798,Client_798,21,Security,Vs,True
799,Client_799,42,Manager,Munich,True
800,Client_800,41,Manager,Bratslaw,True
801,Client_801,33,Manager,Sulgen,True
802,Client_802,17,Teacher,Vs,False
803,Client_803,35,Security,Dunningen,True
804,Client_804,52,IT Specialist,Bratslaw,True
805,Client_805,71,Security,Rottweil,True
806,Client_806,61,Security,Sulgen,True
807,Client_807,60,Unemployed,Rottweil,True
808,Client_808,38,Sportsman,Rottweil,True
809,Client_809,45,Brewer,Frankfurt,True
810,Client_810,56,Engineer,Stuttgart,True
811,Client_811,61,Director,Dunningen,True
812,Client_812,68,Teacher,Dunningen,True
813,Client_813,57,IT Specialist,Munich,True
814,Client_814,45,Sportsman,Stuttgart,True
815,Client_815,21,Sportsman,Hamburg,True
816,Client_816,69,Pensioner,Schramberg,True
817,Client_817,65,Manager,Rottweil,True
818,Client_818,45,Teacher,Munich,True
819,Client_819,29,Seller,Tuttlingen,True
820,Client_820,71,Sportsman,Berlin,True
821,Client_821,37,Unemployed,Munich,True
822,Client_822,32,Security,Frankfurt,True
823,Client_823,27,Student,Tuttlingen,True
824,Client_824,71,Engineer,Berlin,True
825,Client_825,69,IT Specialist,Offenburg,True
826,Client_826,61,Engineer,Sulgen,True
827,Client_827,55,Manager,Schramberg,True
828,Client_828,41,Teacher,Vs,True
829,Client_829,28,Brewer,Bratslaw,True
830,Client_830,49,Manager,Frankfurt,True
831,Client_831,38,Engineer,Bratslaw,True
832,Client_832,18,Sportsman,Dunningen,True
833,Client_833,25,Manager,Frankfurt,True
834,Client_834,44,Police worker,Dunningen,True
835,Client_835,48,Teacher,Hardt,True
836,Client_836,69,Security,Frankfurt,True
837,Client_837,45,Engineer,Sulgen,True
838,Client_838,67,Teacher,Hardt,True
839,Client_839,74,Teacher,Frankfurt,True
840,Client_840,26,Police worker,Offenburg,True
841,Client_841,28,Sportsman,Tuttlingen,True
842,Client_842,53,Teacher,Vs,True
843,Client_843,67,Driver,Hamburg,True
844,Client_844,19,Director,Hardt,True
845,Client_845,55,Manager,Hardt,True
846,Client_846,74,Police worker,Tuttlingen,True
847,Client_847,27,Pensioner,Munich,True
848,Client_848,43,Director,Berlin,True
849,Client_849,53,Police worker,Offenburg,True
850,Client_850,67,IT Specialist,Frankfurt,True
851,Client_851,75,Security,Berlin,True
852,Client_852,49,Teacher,Bratslaw,True
853,Client_853,27,Student,Dunningen,True
854,Client_854,54,Brewer,Offenburg,True
855,Client_855,34,Driver,Berlin,True
856,Client_856,31,Driver,Vs,True
857,Client_857,65,Security,Sulgen,True
858,Client_858,66,Student,Hardt,True
859,Client_859,50,Brewer,Rottweil,True
860,Client_860,65,Engineer,Vs,True
861,Client_861,49,Pensioner,Vs,True
862,Client_862,26,IT Specialist,Hamburg,True
863,Client_863,67,Police worker,Vs,True
864,Client_864,67,Manager,Frankfurt,True
865,Client_865,44,IT Specialist,Stuttgart,True
866,Client_866,62,Student,Berlin,True
867,Client_867,47,Driver,Schramberg,True
868,Client_868,28,Pensioner,Offenburg,True
869,Client_869,70,Security,Hardt,True
870,Client_870,65,Manager,Hamburg,True
871,Client_871,17,Security,Munich,False
872,Client_872,26,Teacher,Frankfurt,True
873,Client_873,49,Student,Sulgen,True
874,Client_874,23,Engineer,Vs,True
875,Client_875,31,Security,Frankfurt,True
876,Client_876,59,Driver,Stuttgart,True
877,Client_877,72,Police worker,Hamburg,True
878,Client_878,32,Brewer,Vs,True
879,Client_879,75,Pensioner,Bratslaw,True
880,Client_880,31,Pensioner,Frankfurt,True
881,Client_881,23,Student,Sulgen,True
882,Client_882,40,Manager,Tuttlingen,True
883,Client_883,70,Brewer,Baden-Baden,True
884,Client_884,73,Engineer,Offenburg,True
885,Client_885,71,IT Specialist,Bratslaw,True
886,Client_886,41,Teacher,Frankfurt,True
887,Client_887,62,Pensioner,Baden-Baden,True
888,Client_888,74,Driver,Frankfurt,True
889,Client_889,60,Director,Stuttgart,True
890,Client_890,57,Pensioner,Offenburg,True
891,Client_891,33,Pensioner,Sulgen,True
892,Client_892,73,Student,Munich,True
893,Client_893,49,Security,Bratslaw,True
894,Client_894,62,Director,Tuttlingen,True
895,Client_895,71,Sportsman,Munich,True
896,Client_896,74,Driver,Munich,True
897,Client_897,24,Seller,Hardt,True
898,Client_898,44,Unemployed,Baden-Baden,True
899,Client_899,62,Director,Vs,True
900,Client_900,64,Student,Frankfurt,True
901,Client_901,23,Student,Bratslaw,True
902,Client_902,70,Brewer,Bratslaw,True
903,Client_903,74,Driver,Offenburg,True
904,Client_904,57,Driver,Dunningen,True
905,Client_905,53,Driver,Rottweil,True
906,Client_906,71,Teacher,Bratslaw,True
907,Client_907,43,Manager,Vs,True
908,Client_908,63,Pensioner,Sulgen,True
909,Client_909,66,Teacher,Hardt,True
910,Client_910,26,Security,Berlin,True
911,Client_911,31,Sportsman,Schramberg,True
912,Client_912,49,IT Specialist,Stuttgart,True
913,Client_913,45,Director,Baden-Baden,True
914,Client_914,33,Police worker,Schramberg,True
915,Client_915,55,Pensioner,Rottweil,True
916,Client_916,48,Unemployed,Berlin,True
917,Client_917,58,Pensioner,Vs,True
918,Client_918,42,Sportsman,Stuttgart,True
919,Client_919,58,IT Specialist,Baden-Baden,True
920,Client_920,19,Director,Bratslaw,True
921,Client_921,47,Police worker,Bratslaw,True
922,Client_922,70,Security,Baden-Baden,True
923,Client_923,30,Student,Frankfurt,True
924,Client_924,64,Manager,Stuttgart,True
925,Client_925,57,Manager,Frankfurt,True
926,Client_926,73,Driver,Dunningen,True
927,Client_927,17,Brewer,Bratslaw,False
928,Client_928,49,Teacher,Dunningen,True
929,Client_929,49,Manager,Hamburg,True
930,Client_930,69,Engineer,Dunningen,True
931,Client_931,36,Sportsman,Dunningen,True
932,Client_932,42,Brewer,Bratslaw,True
933,Client_933,21,Engineer,Offenburg,True
934,Client_934,72,Police worker,Dunningen,True
935,Client_935,18,Director,Berlin,True
936,Client_936,66,Unemployed,Munich,True
937,Client_937,36,Manager,Hardt,True
938,Client_938,62,Security,Hamburg,True
939,Client_939,26,Driver,Tuttlingen,True
940,Client_940,48,Brewer,Stuttgart,True
941,Client_941,66,Sportsman,Schramberg,True
942,Client_942,25,Student,Tuttlingen,True
943,Client_943,44,IT Specialist,Frankfurt,True
944,Client_944,64,Seller,Rottweil,True
945,Client_945,44,Teacher,Bratslaw,True
946,Client_946,27,Student,Munich,True
947,Client_947,33,Pensioner,Berlin,True
948,Client_948,36,Seller,Munich,True
949,Client_949,19,Seller,Tuttlingen,True
950,Client_950,28,Police worker,Stuttgart,True
951,Client_951,31,Student,Schramberg,True
952,Client_952,17,Security,Hardt,False
953,Client_953,31,Driver,Frankfurt,True
954,Client_954,64,Sportsman,Baden-Baden,True
955,Client_955,16,Sportsman,Rottweil,False
956,Client_956,37,IT Specialist,Schramberg,True
957,Client_957,32,Unemployed,Tuttlingen,True
958,Client_958,26,Driver,Sulgen,True
959,Client_959,70,Police worker,Berlin,True
960,Client_960,51,Seller,Munich,True
961,Client_961,29,Unemployed,Sulgen,True
962,Client_962,33,Sportsman,Hamburg,True
963,Client_963,61,Unemployed,Hardt,True
964,Client_964,36,Police worker,Hardt,True
965,Client_965,69,Security,Frankfurt,True
966,Client_966,72,Teacher,Frankfurt,True
967,Client_967,73,Sportsman,Tuttlingen,True
968,Client_968,64,Engineer,Frankfurt,True
969,Client_969,22,Teacher,Rottweil,True
970,Client_970,44,Security,Hamburg,True
971,Client_971,29,Sportsman,Bratslaw,True
972,Client_972,64,Engineer,Vs,True
973,Client_973,70,Sportsman,Tuttlingen,True
974,Client_974,48,Pensioner,Stuttgart,True
975,Client_975,64,Seller,Sulgen,True
976,Client_976,68,Police worker,Dunningen,True
977,Client_977,62,Unemployed,Tuttlingen,True
978,Client_978,20,Teacher,Dunningen,True
979,Client_979,42,Manager,Schramberg,True
980,Client_980,30,Seller,Munich,True
981,Client_981,38,Police worker,Bratslaw,True
982,Client_982,39,Police worker,Schramberg,True
983,Client_983,48,Manager,Dunningen,True
984,Client_984,64,Brewer,Offenburg,True
985,Client_985,31,Director,Vs,True
986,Client_986,32,Pensioner,Dunningen,True
987,Client_987,41,Driver,Frankfurt,True
988,Client_988,63,Director,Offenburg,True
989,Client_989,50,Unemployed,Hamburg,True
990,Client_990,21,Teacher,Hardt,True
991,Client_991,75,IT Specialist,Offenburg,True
992,Client_992,44,Unemployed,Bratslaw,True
993,Client_993,59,Student,Tuttlingen,True
994,Client_994,53,Manager,Dunningen,True
995,Client_995,73,Unemployed,Vs,True
996,Client_996,70,Director,Hamburg,True
997,Client_997,41,Security,Offenburg,True
998,Client_998,41,Sportsman,Rottweil,True
999,Client_999,68,Engineer,Frankfurt,True
1000,Client_1000,68,IT Specialist,Dunningen,True
