credit_id,client_id,amount,duration,status,collateral_type,collateral_value,collateral_ratio
CR_434,147,500.0,6,Default,Real Estate,724.24,144.848
CR_435,593,15275.671406003159,12,Active,Real Estate,0.0,0.0
CR_436,688,10000.0,60,Active,Nothing,0.0,0.0
CR_437,815,1000.0,12,Closed,Deposit,610.06,61.00599999999999
CR_438,978,15275.671406003159,24,Active,Nothing,0.0,0.0
CR_439,261,5000.0,6,Default,Nothing,0.0,0.0
CR_440,63,5000.0,12,Active,Deposit,3635.28,72.7056
CR_441,87,5000.0,6,Default,Real Estate,3618.83,72.3766
CR_442,349,10000.0,6,Closed,Car,10690.74,106.90740000000001
CR_443,78,25000.0,60,Closed,Real Estate,15086.68,60.34672
CR_444,563,1000.0,24,Default,Car,1456.91,145.691
CR_445,466,1000.0,6,Active,Car,1337.91,133.79100000000003
CR_446,400,500.0,24,Closed,Car,478.82,95.764
CR_447,428,500.0,6,Active,Real Estate,497.76,99.55199999999999
CR_448,155,1000.0,36,Closed,Car,957.33,95.733
CR_449,120,1000.0,36,Default,Deposit,1307.26,130.726
CR_450,148,25000.0,12,Active,Real Estate,16217.57,64.87028000000001
CR_451,204,25000.0,60,Closed,Nothing,0.0,0.0
CR_452,962,1000.0,60,Closed,Car,534.59,53.459
CR_453,347,50000.0,12,Closed,Deposit,55039.89,110.07978
CR_454,95,50000.0,36,Active,Nothing,0.0,0.0
CR_455,494,500.0,6,Default,Nothing,0.0,0.0
CR_456,931,5000.0,60,Default,Nothing,0.0,0.0
CR_457,102,15275.671406003159,12,Closed,Car,0.0,0.0
CR_458,317,50000.0,12,Closed,Car,54841.25,109.68249999999999
CR_459,310,1000.0,24,Closed,Real Estate,733.96,73.396
CR_460,590,25000.0,60,Default,Car,35591.93,142.36772
CR_461,760,500.0,12,Closed,Deposit,679.79,135.958
CR_462,951,10000.0,24,Default,Real Estate,12173.34,121.73339999999999
CR_463,757,5000.0,12,Default,Deposit,3023.17,60.4634
CR_464,582,1000.0,12,Active,Deposit,1470.8,147.07999999999998
CR_465,621,1000.0,24,Closed,Nothing,0.0,0.0
CR_466,112,50000.0,12,Closed,Nothing,0.0,0.0
CR_467,740,25000.0,12,Active,Nothing,0.0,0.0
CR_468,220,5000.0,12,Default,Deposit,3382.01,67.64020000000001
CR_469,889,10000.0,24,Closed,Real Estate,11116.84,111.1684
CR_470,996,500.0,60,Default,Car,433.63,86.726
CR_471,286,25000.0,12,Active,Deposit,20497.74,81.99096
CR_472,213,10000.0,36,Default,Real Estate,9039.28,90.39280000000001
CR_473,188,50000.0,6,Closed,Real Estate,32813.62,65.62724000000001
CR_474,84,5000.0,6,Active,Car,2587.25,51.745
CR_475,646,25000.0,6,Closed,Car,33431.23,133.72492
CR_476,768,10000.0,6,Active,Real Estate,11469.02,114.6902
CR_477,243,1000.0,6,Default,Deposit,1345.17,134.517
CR_478,628,1000.0,36,Closed,Real Estate,565.6,56.56
CR_479,78,1000.0,60,Active,Nothing,0.0,0.0
CR_480,87,50000.0,12,Default,Nothing,0.0,0.0
CR_481,600,1000.0,60,Active,Real Estate,1416.57,141.65699999999998
CR_482,892,1000.0,36,Default,Deposit,936.46,93.646
CR_483,484,500.0,12,Closed,Car,495.88,99.176
CR_484,77,15275.671406003159,6,Active,Car,0.0,0.0
CR_485,129,15275.671406003159,60,Closed,Deposit,0.0,0.0
CR_486,392,15275.671406003159,24,Closed,Car,0.0,0.0
CR_487,713,5000.0,24,Active,Car,7167.06,143.34120000000001
CR_488,902,500.0,6,Default,Deposit,506.31,101.262
CR_489,929,10000.0,60,Default,Nothing,0.0,0.0
CR_490,167,25000.0,6,Active,Nothing,0.0,0.0
CR_491,558,50000.0,6,Active,Real Estate,40968.58,81.93716
CR_492,711,10000.0,12,Default,Deposit,14780.79,147.80790000000002
CR_493,585,500.0,60,Default,Deposit,545.97,109.19400000000002
CR_494,797,500.0,36,Default,Nothing,0.0,0.0
CR_495,521,5000.0,12,Active,Car,2925.22,58.504400000000004
CR_496,124,10000.0,6,Default,Nothing,0.0,0.0
CR_497,715,15275.671406003159,12,Closed,Car,0.0,0.0
CR_498,412,50000.0,60,Active,Car,72637.87,145.27573999999998
CR_499,783,25000.0,24,Default,Car,37126.59,148.50636
CR_500,837,5000.0,24,Default,Real Estate,6106.47,122.1294
CR_501,628,10000.0,24,Default,Deposit,6690.91,66.9091
CR_502,604,5000.0,36,Default,Real Estate,7298.29,145.9658
CR_503,172,15275.671406003159,36,Active,Deposit,0.0,0.0
CR_504,173,25000.0,12,Active,Car,26166.68,104.66672
CR_505,837,25000.0,24,Default,Deposit,20979.01,83.91604
CR_506,257,15275.671406003159,12,Default,Car,0.0,0.0
CR_507,632,15275.671406003159,60,Default,Real Estate,0.0,0.0
CR_508,564,10000.0,24,Default,Car,12715.02,127.15020000000001
CR_509,122,15275.671406003159,24,Active,Car,0.0,0.0
CR_510,5,10000.0,12,Default,Nothing,0.0,0.0
CR_511,278,1000.0,36,Default,Real Estate,1015.24,101.52399999999999
CR_512,72,15275.671406003159,12,Default,Deposit,0.0,0.0
CR_513,148,50000.0,36,Closed,Car,28418.02,56.83604
CR_514,382,5000.0,60,Default,Real Estate,6700.26,134.0052
CR_515,445,5000.0,12,Default,Deposit,6386.51,127.7302
CR_516,383,15275.671406003159,12,Closed,Real Estate,0.0,0.0
CR_517,554,50000.0,12,Default,Real Estate,36155.32,72.31064
CR_518,968,1000.0,6,Active,Nothing,0.0,0.0
CR_519,880,15275.671406003159,24,Active,Deposit,0.0,0.0
CR_520,965,1000.0,24,Active,Car,1408.4,140.84
CR_521,782,50000.0,36,Closed,Nothing,0.0,0.0
CR_522,320,10000.0,12,Default,Deposit,8347.32,83.47319999999999
CR_523,258,15275.671406003159,6,Closed,Deposit,0.0,0.0
CR_524,147,15275.671406003159,60,Active,Nothing,0.0,0.0
CR_525,498,15275.671406003159,36,Closed,Car,0.0,0.0
CR_526,629,25000.0,12,Active,Nothing,0.0,0.0
CR_527,520,1000.0,12,Closed,Nothing,0.0,0.0
CR_528,37,25000.0,36,Closed,Deposit,32922.41,131.68964
CR_529,907,10000.0,24,Default,Car,6277.34,62.7734
CR_530,343,5000.0,36,Active,Real Estate,6912.29,138.2458
CR_531,583,500.0,12,Default,Nothing,0.0,0.0
CR_532,328,5000.0,6,Default,Deposit,7191.27,143.8254
CR_533,939,5000.0,6,Closed,Deposit,5032.01,100.64020000000001
CR_534,547,500.0,12,Closed,Deposit,602.04,120.40799999999999
CR_535,348,5000.0,36,Active,Real Estate,5927.15,118.54299999999999
CR_536,986,5000.0,24,Active,Real Estate,3355.23,67.1046
CR_537,974,15275.671406003159,6,Default,Deposit,0.0,0.0
CR_538,520,5000.0,60,Closed,Real Estate,3663.0,73.26
CR_539,464,1000.0,6,Default,Deposit,900.44,90.044
CR_540,170,25000.0,36,Closed,Real Estate,14559.43,58.23772
CR_541,406,50000.0,60,Closed,Real Estate,70625.21,141.25042000000002
CR_542,531,25000.0,6,Active,Deposit,21873.18,87.49272
CR_543,134,15275.671406003159,60,Active,Car,0.0,0.0
CR_544,416,15275.671406003159,24,Default,Deposit,0.0,0.0
CR_545,583,15275.671406003159,6,Closed,Nothing,0.0,0.0
CR_546,230,25000.0,60,Closed,Deposit,33119.71,132.47884
CR_547,753,15275.671406003159,12,Closed,Real Estate,0.0,0.0
CR_548,700,50000.0,24,Active,Nothing,0.0,0.0
CR_549,767,5000.0,6,Closed,Car,7257.81,145.1562
CR_550,970,5000.0,6,Default,Nothing,0.0,0.0
CR_551,406,15275.671406003159,60,Default,Car,0.0,0.0
CR_552,304,50000.0,6,Active,Real Estate,56943.4,113.8868
CR_553,532,1000.0,6,Default,Real Estate,1385.11,138.511
CR_554,364,500.0,60,Active,Nothing,0.0,0.0
CR_555,461,10000.0,24,Default,Nothing,0.0,0.0
CR_556,465,10000.0,36,Active,Real Estate,5447.19,54.4719
CR_557,818,1000.0,24,Active,Deposit,577.29,57.729
CR_558,289,5000.0,24,Default,Real Estate,3798.07,75.9614
CR_559,496,25000.0,60,Default,Nothing,0.0,0.0
CR_560,404,500.0,36,Default,Car,643.26,128.652
CR_561,761,500.0,12,Default,Nothing,0.0,0.0
CR_562,227,25000.0,6,Active,Real Estate,33318.7,133.27479999999997
CR_563,128,50000.0,60,Active,Nothing,0.0,0.0
CR_564,882,50000.0,60,Default,Deposit,31899.21,63.79842
CR_565,73,25000.0,60,Closed,Real Estate,30921.35,123.68539999999999
CR_566,411,50000.0,6,Active,Deposit,63947.04,127.89408
CR_567,236,25000.0,36,Active,Deposit,20703.94,82.81576
CR_568,858,15275.671406003159,24,Default,Car,0.0,0.0
CR_569,50,500.0,60,Default,Real Estate,438.53,87.70599999999999
CR_570,149,25000.0,12,Closed,Car,16406.5,65.62599999999999
CR_571,457,10000.0,12,Active,Car,10619.83,106.19829999999999
CR_572,611,500.0,60,Default,Nothing,0.0,0.0
CR_573,80,25000.0,60,Active,Nothing,0.0,0.0
CR_574,99,10000.0,24,Closed,Nothing,0.0,0.0
CR_575,639,10000.0,36,Closed,Car,6382.61,63.8261
CR_576,220,1000.0,6,Closed,Nothing,0.0,0.0
CR_577,720,10000.0,36,Active,Deposit,11879.48,118.7948
CR_578,821,500.0,36,Active,Real Estate,331.91,66.382
CR_579,438,10000.0,24,Default,Car,11147.21,111.47209999999998
CR_580,357,500.0,60,Active,Real Estate,599.82,119.964
CR_581,3,50000.0,36,Default,Nothing,0.0,0.0
CR_582,649,15275.671406003159,12,Active,Nothing,0.0,0.0
CR_583,413,1000.0,24,Active,Nothing,0.0,0.0
CR_584,318,50000.0,12,Active,Nothing,0.0,0.0
CR_585,306,25000.0,24,Closed,Car,17656.62,70.62647999999999
CR_586,150,5000.0,6,Default,Car,5913.42,118.26840000000001
CR_587,380,15275.671406003159,6,Closed,Nothing,0.0,0.0
CR_588,535,1000.0,60,Active,Deposit,1092.56,109.256
CR_589,139,25000.0,12,Active,Nothing,0.0,0.0
CR_590,912,25000.0,60,Closed,Car,24565.26,98.26104
CR_591,661,15275.671406003159,24,Default,Car,0.0,0.0
CR_592,851,15275.671406003159,60,Default,Nothing,0.0,0.0
CR_593,888,5000.0,60,Default,Deposit,4460.98,89.21959999999999
CR_594,879,5000.0,12,Active,Car,5897.71,117.95420000000001
CR_595,294,15275.671406003159,6,Default,Car,0.0,0.0
CR_596,596,50000.0,24,Default,Nothing,0.0,0.0
CR_597,113,15275.671406003159,60,Closed,Nothing,0.0,0.0
CR_598,419,15275.671406003159,6,Closed,Nothing,0.0,0.0
CR_599,203,25000.0,36,Closed,Nothing,0.0,0.0
CR_600,856,15275.671406003159,6,Default,Real Estate,0.0,0.0
CR_601,989,1000.0,12,Default,Car,1443.43,144.343
CR_602,326,5000.0,60,Default,Deposit,3553.82,71.0764
CR_603,763,500.0,60,Active,Nothing,0.0,0.0
CR_604,510,5000.0,6,Active,Car,4181.69,83.6338
CR_605,766,1000.0,24,Default,Real Estate,834.78,83.478
CR_606,780,5000.0,12,Closed,Real Estate,5864.02,117.28040000000001
CR_607,634,5000.0,60,Default,Car,4052.28,81.04560000000001
CR_608,722,25000.0,12,Default,Real Estate,13754.66,55.01864
CR_609,140,10000.0,36,Closed,Real Estate,8911.74,89.1174
CR_610,541,1000.0,60,Active,Nothing,0.0,0.0
CR_611,117,50000.0,6,Active,Nothing,0.0,0.0
CR_612,507,1000.0,12,Default,Real Estate,1202.14,120.21400000000003
CR_613,957,10000.0,6,Active,Car,10020.54,100.2054
CR_614,82,500.0,12,Closed,Real Estate,745.97,149.19400000000002
CR_615,756,500.0,12,Default,Real Estate,366.21,73.24199999999999
CR_616,149,15275.671406003159,6,Default,Real Estate,0.0,0.0
CR_617,751,15275.671406003159,24,Default,Deposit,0.0,0.0
CR_618,480,50000.0,24,Active,Nothing,0.0,0.0
CR_619,282,500.0,60,Default,Car,412.04,82.408
CR_620,480,500.0,24,Active,Deposit,258.11,51.622
CR_621,576,1000.0,6,Active,Deposit,1284.98,128.498
CR_622,269,10000.0,12,Closed,Deposit,5079.89,50.7989
CR_623,373,10000.0,6,Closed,Nothing,0.0,0.0
CR_624,865,500.0,12,Default,Deposit,317.17,63.434000000000005
CR_625,234,5000.0,36,Closed,Car,4214.34,84.2868
CR_626,706,500.0,12,Active,Real Estate,583.35,116.67
CR_627,108,1000.0,24,Default,Nothing,0.0,0.0
CR_628,36,10000.0,24,Default,Deposit,9030.06,90.3006
CR_629,851,10000.0,60,Active,Nothing,0.0,0.0
CR_630,348,50000.0,36,Default,Real Estate,38810.97,77.62194
CR_631,139,5000.0,24,Default,Car,6821.21,136.42419999999998
CR_632,465,15275.671406003159,12,Closed,Real Estate,0.0,0.0
CR_633,695,1000.0,6,Active,Deposit,1130.01,113.00099999999999
CR_634,965,50000.0,24,Closed,Real Estate,53495.84,106.99167999999999
CR_635,974,15275.671406003159,60,Closed,Car,0.0,0.0
CR_636,967,15275.671406003159,6,Default,Deposit,0.0,0.0
CR_637,957,10000.0,12,Closed,Real Estate,12263.49,122.63489999999999
CR_638,5,1000.0,6,Closed,Nothing,0.0,0.0
CR_639,416,10000.0,36,Closed,Real Estate,12523.8,125.23799999999999
CR_640,82,1000.0,36,Closed,Real Estate,1084.01,108.401
CR_641,196,25000.0,24,Default,Car,24864.88,99.45952
CR_642,607,10000.0,24,Closed,Real Estate,11465.18,114.6518
CR_643,61,50000.0,60,Closed,Deposit,31683.85,63.36769999999999
CR_644,505,15275.671406003159,36,Closed,Car,0.0,0.0
CR_645,428,500.0,60,Closed,Car,459.83,91.966
CR_646,112,5000.0,24,Active,Real Estate,6160.06,123.20120000000001
CR_647,536,500.0,12,Closed,Deposit,278.99,55.798
CR_648,731,10000.0,36,Default,Deposit,5522.8,55.228
CR_649,366,10000.0,36,Closed,Car,8296.38,82.96379999999999
CR_650,840,25000.0,6,Active,Car,32241.07,128.96428
CR_651,632,50000.0,12,Default,Car,33723.32,67.44664
CR_652,991,1000.0,12,Active,Real Estate,849.25,84.925
CR_653,434,15275.671406003159,6,Active,Real Estate,0.0,0.0
CR_654,618,15275.671406003159,24,Closed,Real Estate,0.0,0.0
CR_655,126,5000.0,12,Active,Real Estate,5597.47,111.9494
CR_656,162,10000.0,60,Active,Deposit,11272.65,112.7265
CR_657,175,25000.0,12,Default,Real Estate,25379.6,101.51839999999999
CR_658,889,500.0,36,Closed,Nothing,0.0,0.0
CR_659,101,500.0,24,Active,Car,263.89,52.778000000000006
CR_660,659,50000.0,6,Active,Deposit,71632.6,143.2652
CR_661,313,10000.0,12,Active,Deposit,5659.03,56.59029999999999
CR_662,908,500.0,6,Default,Car,443.91,88.78200000000001
CR_663,207,25000.0,36,Closed,Car,26919.44,107.67776
CR_664,528,500.0,60,Active,Deposit,621.14,124.22800000000001
CR_665,564,5000.0,12,Active,Car,6801.44,136.0288
CR_666,999,500.0,6,Default,Deposit,354.35,70.87
CR_667,769,1000.0,60,Active,Car,1039.68,103.96800000000002
CR_668,436,25000.0,12,Closed,Nothing,0.0,0.0
CR_669,463,1000.0,60,Active,Real Estate,1358.1,135.80999999999997
CR_670,499,1000.0,12,Closed,Real Estate,965.28,96.528
CR_671,317,500.0,12,Default,Nothing,0.0,0.0
CR_672,181,15275.671406003159,6,Default,Car,0.0,0.0
CR_673,513,500.0,6,Default,Car,569.73,113.94600000000001
CR_674,400,15275.671406003159,36,Closed,Deposit,0.0,0.0
CR_675,958,5000.0,36,Default,Car,3856.23,77.1246
CR_676,717,5000.0,60,Closed,Deposit,4405.58,88.1116
CR_677,155,15275.671406003159,12,Active,Nothing,0.0,0.0
CR_678,289,25000.0,12,Active,Real Estate,26870.83,107.48332
CR_679,101,50000.0,36,Active,Real Estate,73517.72,147.03544
CR_680,874,15275.671406003159,24,Default,Car,0.0,0.0
CR_681,726,1000.0,24,Closed,Real Estate,673.62,67.362
CR_682,299,50000.0,60,Default,Deposit,38013.09,76.02617999999998
CR_683,404,500.0,12,Closed,Nothing,0.0,0.0
CR_684,612,10000.0,24,Closed,Nothing,0.0,0.0
CR_685,392,1000.0,24,Active,Nothing,0.0,0.0
CR_686,260,50000.0,36,Active,Deposit,26497.67,52.99534
CR_687,664,500.0,12,Default,Car,366.3,73.26
CR_688,749,5000.0,60,Closed,Car,6668.19,133.3638
CR_689,12,5000.0,12,Active,Real Estate,6619.77,132.3954
CR_690,715,1000.0,36,Closed,Deposit,1233.49,123.349
CR_691,312,500.0,6,Default,Nothing,0.0,0.0
CR_692,414,500.0,12,Default,Deposit,504.19,100.83800000000001
CR_693,278,5000.0,60,Closed,Real Estate,7183.38,143.6676
CR_694,532,500.0,6,Closed,Real Estate,647.8,129.55999999999997
CR_695,323,25000.0,36,Default,Real Estate,15343.87,61.37548
CR_696,601,500.0,60,Default,Nothing,0.0,0.0
CR_697,4,500.0,36,Active,Deposit,629.45,125.89000000000001
CR_698,814,15275.671406003159,36,Active,Car,0.0,0.0
CR_699,442,25000.0,36,Active,Deposit,23424.59,93.69836000000001
CR_700,863,50000.0,12,Default,Car,47618.51,95.23702
CR_701,854,1000.0,6,Active,Nothing,0.0,0.0
CR_702,980,1000.0,6,Closed,Deposit,824.02,82.402
CR_703,316,500.0,36,Closed,Real Estate,688.63,137.726
CR_704,84,1000.0,60,Closed,Deposit,722.63,72.263
CR_705,896,10000.0,6,Closed,Nothing,0.0,0.0
CR_706,212,500.0,12,Active,Car,601.18,120.23599999999999
CR_707,373,500.0,24,Active,Real Estate,306.54,61.30800000000001
CR_708,65,500.0,24,Closed,Car,450.33,90.066
CR_709,808,10000.0,24,Active,Deposit,12721.0,127.21000000000001
CR_710,98,25000.0,6,Active,Real Estate,14524.08,58.09632
CR_711,313,10000.0,12,Active,Real Estate,13319.34,133.1934
CR_712,100,5000.0,12,Default,Deposit,4370.31,87.40620000000001
CR_713,25,5000.0,24,Active,Nothing,0.0,0.0
CR_714,743,5000.0,60,Closed,Deposit,4572.03,91.44059999999999
CR_715,13,5000.0,6,Closed,Real Estate,5269.49,105.3898
CR_716,325,50000.0,60,Closed,Nothing,0.0,0.0
CR_717,718,50000.0,36,Active,Deposit,62569.8,125.1396
CR_718,888,25000.0,12,Active,Deposit,13741.91,54.967639999999996
CR_719,501,10000.0,12,Default,Real Estate,10233.44,102.3344
CR_720,200,50000.0,24,Default,Car,56096.42,112.19284
CR_721,920,10000.0,12,Default,Car,11557.5,115.575
CR_722,180,500.0,36,Default,Deposit,621.24,124.248
CR_723,112,15275.671406003159,24,Active,Deposit,0.0,0.0
CR_724,474,1000.0,24,Closed,Car,867.07,86.707
CR_725,301,10000.0,60,Active,Real Estate,13546.99,135.4699
CR_726,35,15275.671406003159,36,Closed,Real Estate,0.0,0.0
CR_727,99,1000.0,36,Default,Real Estate,1188.02,118.802
CR_728,408,500.0,60,Closed,Car,306.95,61.39
CR_729,785,15275.671406003159,24,Active,Real Estate,0.0,0.0
CR_730,395,1000.0,12,Closed,Car,825.96,82.596
CR_731,353,10000.0,24,Active,Nothing,0.0,0.0
CR_732,118,50000.0,36,Closed,Car,69126.29,138.25257999999997
CR_733,997,500.0,24,Closed,Deposit,636.54,127.30799999999999
CR_734,927,1000.0,12,Active,Nothing,0.0,0.0
CR_735,954,15275.671406003159,60,Active,Real Estate,0.0,0.0
CR_736,957,1000.0,36,Closed,Nothing,0.0,0.0
CR_737,539,10000.0,12,Closed,Nothing,0.0,0.0
CR_738,155,15275.671406003159,60,Closed,Car,0.0,0.0
CR_739,776,5000.0,12,Active,Real Estate,6064.72,121.2944
CR_740,681,500.0,6,Closed,Car,608.81,121.76199999999999
CR_741,372,15275.671406003159,24,Active,Real Estate,0.0,0.0
CR_742,558,50000.0,6,Active,Real Estate,71100.21,142.20042
CR_743,950,50000.0,60,Active,Deposit,27293.51,54.587019999999995
CR_744,316,25000.0,12,Closed,Nothing,0.0,0.0
CR_745,993,500.0,6,Closed,Nothing,0.0,0.0
CR_746,814,15275.671406003159,60,Closed,Real Estate,0.0,0.0
CR_747,192,1000.0,6,Closed,Car,1142.96,114.29599999999999
CR_748,486,500.0,12,Default,Real Estate,668.95,133.79000000000002
CR_749,973,500.0,6,Active,Deposit,637.46,127.492
CR_750,662,15275.671406003159,36,Closed,Deposit,0.0,0.0
CR_751,155,10000.0,24,Active,Deposit,8116.57,81.1657
CR_752,277,5000.0,60,Closed,Real Estate,3848.0,76.96
CR_753,229,10000.0,24,Default,Car,7171.07,71.71069999999999
CR_754,432,500.0,12,Default,Car,371.05,74.21
CR_755,518,15275.671406003159,6,Closed,Deposit,0.0,0.0
CR_756,638,500.0,6,Closed,Deposit,340.21,68.04199999999999
CR_757,317,500.0,12,Active,Deposit,619.57,123.91400000000002
CR_758,344,500.0,6,Active,Real Estate,545.59,109.11800000000001
CR_759,393,25000.0,60,Default,Nothing,0.0,0.0
CR_760,298,15275.671406003159,24,Default,Deposit,0.0,0.0
CR_761,579,15275.671406003159,6,Active,Car,0.0,0.0
CR_762,156,5000.0,12,Closed,Real Estate,5148.94,102.97879999999999
CR_763,751,25000.0,24,Active,Nothing,0.0,0.0
CR_764,291,1000.0,60,Active,Car,1019.27,101.92699999999999
CR_765,419,5000.0,60,Active,Car,4163.26,83.26520000000001
CR_766,655,500.0,36,Closed,Car,628.4,125.67999999999999
CR_767,639,50000.0,6,Active,Real Estate,70245.36,140.49072
CR_768,311,50000.0,12,Default,Car,71106.98,142.21396
CR_769,907,500.0,12,Active,Real Estate,542.25,108.45
CR_770,916,10000.0,60,Active,Nothing,0.0,0.0
CR_771,181,500.0,24,Active,Nothing,0.0,0.0
CR_772,854,25000.0,36,Default,Nothing,0.0,0.0
CR_773,693,5000.0,12,Closed,Deposit,5007.6,100.152
CR_774,999,5000.0,60,Default,Deposit,4606.38,92.1276
CR_775,754,15275.671406003159,12,Active,Nothing,0.0,0.0
CR_776,196,5000.0,60,Active,Nothing,0.0,0.0
CR_777,983,15275.671406003159,60,Default,Nothing,0.0,0.0
CR_778,287,500.0,60,Active,Car,384.38,76.876
CR_779,415,50000.0,24,Active,Deposit,65624.64,131.24928
CR_780,732,25000.0,6,Closed,Real Estate,35576.3,142.3052
CR_781,357,5000.0,6,Default,Deposit,5123.92,102.4784
CR_782,276,25000.0,6,Closed,Real Estate,18121.6,72.48639999999999
CR_783,695,500.0,6,Active,Deposit,566.69,113.33800000000001
CR_784,275,25000.0,60,Default,Real Estate,28794.23,115.17692
CR_785,329,15275.671406003159,36,Closed,Deposit,0.0,0.0
CR_786,92,25000.0,6,Closed,Deposit,36030.94,144.12376
CR_787,104,500.0,6,Closed,Real Estate,543.03,108.60600000000001
CR_788,704,1000.0,24,Closed,Real Estate,1264.13,126.41300000000003
CR_789,578,500.0,60,Active,Car,388.6,77.72
CR_790,315,1000.0,36,Active,Deposit,897.56,89.75599999999999
CR_791,688,25000.0,60,Closed,Deposit,21467.98,85.87192
CR_792,528,25000.0,36,Active,Nothing,0.0,0.0
CR_793,669,5000.0,12,Default,Nothing,0.0,0.0
CR_794,851,1000.0,36,Default,Car,584.04,58.404
CR_795,724,1000.0,36,Active,Real Estate,1167.24,116.724
CR_796,44,50000.0,6,Closed,Deposit,65479.24,130.95847999999998
CR_797,388,50000.0,24,Default,Real Estate,54057.77,108.11553999999998
CR_798,834,500.0,36,Active,Nothing,0.0,0.0
CR_799,981,10000.0,12,Active,Real Estate,9792.84,97.92840000000001
CR_800,396,10000.0,6,Closed,Deposit,14399.23,143.9923
CR_801,940,1000.0,36,Default,Nothing,0.0,0.0
CR_802,974,10000.0,36,Closed,Car,7399.6,73.99600000000001
CR_803,207,5000.0,24,Active,Car,3324.69,66.49380000000001
CR_804,3,15275.671406003159,36,Active,Nothing,0.0,0.0
CR_805,363,15275.671406003159,36,Default,Deposit,0.0,0.0
CR_806,744,1000.0,60,Closed,Deposit,1130.8,113.08
CR_807,773,10000.0,12,Closed,Deposit,14552.9,145.529
CR_808,409,50000.0,60,Active,Nothing,0.0,0.0
CR_809,294,15275.671406003159,24,Closed,Car,0.0,0.0
CR_810,338,50000.0,12,Active,Real Estate,49411.04,98.82208
CR_811,454,50000.0,12,Active,Car,72878.43,145.75686
CR_812,510,500.0,12,Active,Deposit,459.68,91.936
CR_813,658,50000.0,24,Active,Deposit,73183.72,146.36744
CR_814,522,5000.0,24,Active,Real Estate,4363.76,87.27520000000001
CR_815,609,1000.0,36,Active,Nothing,0.0,0.0
CR_816,704,15275.671406003159,24,Closed,Car,0.0,0.0
CR_817,926,500.0,60,Default,Car,403.3,80.66
CR_818,851,1000.0,60,Active,Real Estate,696.19,69.61900000000001
CR_819,26,15275.671406003159,12,Closed,Deposit,0.0,0.0
CR_820,852,15275.671406003159,36,Active,Deposit,0.0,0.0
CR_821,833,1000.0,6,Active,Nothing,0.0,0.0
CR_822,926,1000.0,36,Active,Car,1069.52,106.952
CR_823,282,50000.0,36,Closed,Nothing,0.0,0.0
CR_824,894,10000.0,12,Closed,Deposit,5359.27,53.59270000000001
CR_825,401,15275.671406003159,12,Closed,Car,0.0,0.0
CR_826,543,25000.0,6,Closed,Nothing,0.0,0.0
CR_827,52,10000.0,24,Active,Real Estate,7375.74,73.75739999999999
CR_828,341,1000.0,60,Closed,Real Estate,742.1,74.21
CR_829,845,15275.671406003159,60,Default,Real Estate,0.0,0.0
CR_830,697,1000.0,60,Closed,Nothing,0.0,0.0
CR_831,388,50000.0,60,Closed,Car,53424.05,106.8481
CR_832,149,15275.671406003159,36,Active,Car,0.0,0.0
CR_833,571,10000.0,24,Active,Nothing,0.0,0.0
CR_834,709,1000.0,36,Active,Nothing,0.0,0.0
CR_835,853,25000.0,60,Default,Deposit,15294.29,61.17716000000001
CR_836,612,15275.671406003159,60,Closed,Real Estate,0.0,0.0
CR_837,788,25000.0,36,Default,Deposit,27558.39,110.23356
CR_838,997,10000.0,60,Closed,Car,7671.86,76.7186
CR_839,339,500.0,24,Default,Real Estate,623.2,124.64000000000001
CR_840,286,1000.0,60,Default,Real Estate,873.09,87.309
CR_841,16,10000.0,36,Default,Nothing,0.0,0.0
CR_842,678,10000.0,36,Default,Nothing,0.0,0.0
CR_843,480,10000.0,60,Default,Deposit,5857.2,58.572
CR_844,887,5000.0,6,Default,Deposit,6341.31,126.8262
CR_845,737,1000.0,12,Active,Car,868.4,86.83999999999999
CR_846,897,10000.0,6,Closed,Car,7880.08,78.80080000000001
CR_847,139,500.0,12,Active,Car,350.73,70.14600000000002
CR_848,821,500.0,60,Default,Real Estate,605.71,121.14200000000001
CR_849,588,10000.0,12,Default,Nothing,0.0,0.0
CR_850,730,500.0,60,Default,Car,705.46,141.092
CR_851,723,15275.671406003159,36,Closed,Deposit,0.0,0.0
CR_852,168,500.0,24,Default,Deposit,528.61,105.72200000000001
CR_853,591,25000.0,60,Active,Nothing,0.0,0.0
CR_854,184,1000.0,6,Active,Deposit,824.24,82.42399999999999
CR_855,348,15275.671406003159,60,Default,Deposit,0.0,0.0
CR_856,330,10000.0,36,Default,Deposit,14539.89,145.3989
CR_857,388,10000.0,60,Default,Car,12272.06,122.7206
CR_858,746,1000.0,12,Closed,Real Estate,1041.95,104.19500000000002
CR_859,81,10000.0,36,Closed,Deposit,7403.98,74.0398
CR_860,465,500.0,36,Default,Nothing,0.0,0.0
CR_861,971,1000.0,60,Closed,Real Estate,1183.71,118.37100000000001
CR_862,453,500.0,12,Default,Deposit,386.61,77.322
CR_863,44,1000.0,6,Active,Deposit,790.46,79.046
CR_864,99,5000.0,60,Default,Real Estate,3305.74,66.1148
CR_865,297,1000.0,60,Closed,Nothing,0.0,0.0
CR_866,160,5000.0,12,Active,Real Estate,7105.35,142.107
CR_867,482,15275.671406003159,36,Default,Nothing,0.0,0.0
CR_868,281,25000.0,24,Closed,Real Estate,16437.15,65.7486
